カード番号,文字,字体数,用例数1,用例数2,用例数3,大字典番号,部首番号
0875,盛,1,3,,,07770,108
0876,盜,1,2,,,07771,108
0877,益,1,5,,,07759,108
0878,相,1,14,,,07801,109
0879,瞑,1,3,,,07882,109
0880,衆,1,16,,,07844,109
0881,知,1,10,,,07941,111
0882,矣,1,13,,,07938,111
0883,短,1,2,,,07948,111
0884,石,1,5,,,07954,112
0885,磽,1,4,,,08067,112
0886,禁,1,5,,,08143,113
0887,祿,1,2,,,08141,113
0888,祭,1,2,,,08135,113
0889,禮,1,5,,,08165,113
0890,禹,1,4,,,08172,114
0891,禾,1,2,,,08177,115
0892,種,1,21,,,08244,115
0893,積,1,8,,,08269,115
0894,稷,1,2,,,08252,115
0895,税,1,8,,,08217,115
0896,稀,1,3,,,08213,115
0897,科,1,3,,,08192,115
0898,租,1,3,,,08200,115
0899,移,1,3,,,08212,115
0900,私,1,4,,,08180,115
0901,秦,1,11,,,08204,115
0902,稽,1,2,,,08258,115
0903,稱,1,3,,,08248,115
0904,稍,1,5,,,08224,115
0905,秋,1,7,,,08187,115
0906,穀,1,12,,,08261,115
0907,08186x,1,2,,,08186x,115
0908,空,1,3,,,08296,116
0909,立,1,11,,,08354,117
0910,竝,1,4,,,08361,117
0911,簡,1,2,,,08569,118
0912,第,1,14,,,08412,118
0913,簿,1,4,,,08592,118
0914,節,1,3,,,08493,118
0915,粟,1,4,,,08664,119
0916,縣,1,9,,,08972,120
0917,終,1,7,,,08795,120
0918,經,1,8,,,08856,120
0919,紀,1,6,,,08735,120
0920,絶,1,5,,,08809,120
0921,纂,1,2,,,09052,120
0922,縁,1,3,,,08924,120
0923,給,1,14,,,08822,120
0924,細,1,2,,,08779,120
0925,累,1,2,,,08778,120
0926,綱,1,2,,,08884,120
0927,罰,1,2,,,09130,122
0928,罪,1,3,,,09125,122
0929,置,1,7,,,09128,122
0930,羊,1,2,,,09150,123
0931,義,1,2,,,09177,123
0932,習,1,2,,,09214,124
0933,老,1,7,,,09250,125
0934-0936,者,1,104,,,09255,125
0937-0938,而,1,70,,,09264,126
0939,耗,1,2,,,09273,127
0940,耨,1,3,,,09286,127
0941,09285,1,3,,,09285,127
0942,耘,1,3,,,09274,127
0943,耕,1,13,,,09272,127
0944,聞,1,3,,,09315,128
0945,聖,1,8,,,09308,128
0946,聽,1,7,,,09335,128
0947,聚,1,2,,,09314,128
0948,職,1,6,,,09332,128
0949,肆,1,4,,,09345,129
0950,脩,1,3,,,09462,130
0951,能,1,13,,,09429,130
0952,肥,1,3,,,09366,130
0953,背,1,2,,,09394,130
0954,胡,1,2,,,09411,130
0955,自,1,10,,,09602,132
0956,至,1,12,,,09610,133
0957,致,1,6,,,09611,133
0958,與,1,11,,,09629,134
0959,擧,1,4,,,09632,134
0960,舊,1,6,,,09633,134
0961,舒,1,3,,,09643,135
0962,良,1,5,,,09714,138
0963,草,1,6,,,09846,140
0964,苞,1,3,,,09781,140
0965,蔭,1,2,,,10086,140
0966,藉,1,2,,,10187,140
0967,藝,1,2,,,10201,140
0968,芸,1,2,,,09763,140
0969,苗,1,4,,,09778,140
0970,莽,1,3,,,09891,140
0971,藏,1,2,,,10191,140
0972,薪,1,3,,,10164,140
0973,董,1,3,,,09979,140
0974,若,1,8,,,09788,140
0975,荊,1,3,,,09844,140
0976,萬,1,15,,,09954,140
0977,莫,1,4,,,09886,140
0978,著,1,6,,,09972,140
0979,荒,1,2,,,09851,140
0980,蒔,1,3,,,10004,140
0981,薄,1,2,,,10139,140
0982,苦,1,2,,,09789,140
0983,蓋,1,4,,,10040,140
0984,虚,1,3,,,10272,141
0985,處,1,9,,,10270,141
0986,虞,1,2,,,10275,141
0987,術,1,3,,,10618,144
0988,行,1,12,,,10614,144
0989,衣,1,10,,,10637,145
0990,被,1,2,,,10683,145
0991,覈,1,2,,,10828,146
0992,西,1,3,,,10820,146
0993,覆,1,2,,,10826,146
0994,親,1,5,,,10848,147
0995,見,1,4,,,10831,147
0996,言,1,8,,,10890,149
0997,論,1,5,,,11058,149
0998,設,1,5,,,10928,149
0999,詔,1,14,,,10959,149
1000,謂,1,8,,,11095,149
1001,課,1,13,,,11029,149
1002,證,1,3,,,11155,149
1003,誼,1,2,,,11015,149
1004,諸,1,25,,,11085,149
1005,議,1,5,,,11195,149
1006,説,1,4,,,11025,149
1007,計,1,3,,,10896,149
1008,詳,1,4,,,10984,149
1009,豐,1,2,,,11261,151
1010,豪,1,10,,,11282,152
1011,買,1,8,,,11356,154
1012,賢,1,2,,,11397,154
1013,貴,1,5,,,11355,154
1014,貲,1,3,,,11353,154
1015,賣,1,14,,,11398,154
1016,賓,1,2,,,11386,154
1017,賈,1,3,,,11374,154
1018,賞,1,2,,,11394,154
1019,贍,1,4,,,11433,154
1020,賦,1,9,,,11403,154
1021,貨,1,4,,,11339,154
1022,資,1,5,,,11373,154
1023,財,1,5,,,11334,154
1024,貧,1,18,,,11338,154
1025,貸,1,2,,,11357,154
1026,賤,1,2,,,11402,154
1027,起,1,3,,,11461,156
1028,趨,1,4,,,11490,156
1029,踰,1,3,,,11593,157
1030,足,1,22,,,11495,157
1031,身,1,5,,,11715,158
1032,躬,1,2,,,11716,158
1033,車,1,4,,,11740,159
1034,輔,1,6,,,11801,159
1035,載,1,4,,,11795,159
1036,輕,1,2,,,11802,159
1037,輓,1,2,,,11800,159
1038,辨,1,2,,,11908,160
1039,進,1,2,,,12022,162
1040,還,1,13,,,12108,162
1041,追,1,2,,,11979,162
1042,遣,1,2,,,12074,162
1043,道,1,10,,,12051,162
1044,遵,1,3,,,12091,162
1045,違,1,3,,,12054,162
1046,避,1,6,,,12103,162
1047,遺,1,3,,,12097,162
1048,連,1,2,,,12010,162
1049,邊,1,6,,,12115,162
1050,通,1,8,,,12000,162
1051,近,1,8,,,11948,162
1052,選,1,2,,,12095,162
1053,遷,1,5,,,12093,162
1054,過,1,14,,,12046,162
1055,遠,1,8,,,12070,162
1056,適,1,3,,,12079,162
1057,逸,1,2,,,12027,162
1058,遂,1,4,,,12037,162
1059,邑,1,6,,,12123,163
1060,郊,1,4,,,12160,163
1061,郡,1,16,,,12170,163
1062,都,1,5,,,12188,163
1063,郷,1,6,,,12205,163
1064,部,1,2,,,12176,163
1065,里,1,9,,,12372,166
1066,重,1,5,,,12373,166
1067,量,1,4,,,12376,166
1068,野,1,4,,,12374,166
1069,金,1,2,,,12380,167
1070,鋤,1,3,,,12491,167
1071,錯,1,2,,,12528,167
1072,錐,1,2,,,12507,167
1073,長,1,9,,,12698,168
1074,闢,1,3,,,12797,169
1075,間,1,7,,,12724,169
1076,開,1,4,,,12716,169
1077,隴,1,3,,,12939,170
1078,附,1,5,,,12834,170
1079,限,1,13,,,12839,170
1080,陽,1,2,,,12876,170
1081,陂,1,2,,,12833,170
1082,除,1,5,,,12855,170
1083,阡,1,5,,,12808,170
1084,陌,1,5,,,12837,170
1085,隱,1,3,,,12935,170
1086,降,1,2,,,12838,170
1087,陰,1,3,,,12862,170
1088,防,1,3,,,12822,170
1089,隨,1,4,,,12927,170
1090,離,1,3,,,13001,172
1091,難,1,9,,,13002,172
1092,雖,1,14,,,12991,172
1093,露,1,3,,,13073,173
1094,青,1,3,,,13095,174
1095,非,1,6,,,13104,175
1096,靡,1,2,,,13107,175
1097,革,1,3,,,13121,177
1098,鞅,1,4,,,13150,177
1099,須,1,3,,,13304,181
1100,順,1,2,,,13302,181
1101,頭,1,3,,,13346,181
1102,頃,1,28,,,13297,181
1103,風,1,2,,,13423,182
1104,食,1,25,,,13503,184
1105,餘,1,15,,,13565,184
1106,養,1,5,,,13551,184
1107,飢,1,7,,,13508,184
1108,首,1,6,,,13661,185
1109,馬,1,6,,,13680,187
1110,高,1,3,,,13940,189
1111,魏,1,2,,,14084,194
1112,魚,1,2,,,14101,195
1113,鹵,1,2,,,14612,197
1114,麥,1,5,,,14661,199
1115,麻,1,2,,,14681,200
1116,黄,1,2,,,14693,201
1117,黎,1,3,,,14700,202
1118,備,2,2,2,,00455,009
1119,假,2,3,1,,00405,009
1120,勤,2,3,3,,00900,019
1121,宜,2,11,4,,02327,040
1122,強,2,10,1,,03066,057
1123,弛,2,1,1,,03049,057
1124,徭,2,1,1,,03164,060
1125,振,2,1,1,,03799,064
1126,棄,2,2,1,,05014,075
1127,業,2,10,1,,05152,075
1128,歩,2,3,1,,05645,077
1129,民,2,33,9,,05935,083
1130,畝,2,40,4,,07514,102
1131,祖,2,1,1,,08117,113
1132,範,2,1,1,,08497,118
1133,羣,2,3,2,,09175,123
1134,興,2,8,3,,09630,134
1135,莱,2,1,1,,09939,140
1136,請,2,2,1,,11049,149
1137,辰,2,2,1,,11917,161
1138,農,2,20,12,,11919,161
1139,關,2,5,1,,12790,169
1140,12937,2,2,1,,12937,170
1141,哲,0,,,,01326,030
1142,毋,0,,,,05832,080
1143,乎,1,11,,,00092,004
1144,乃,1,13,,,00078,004
