カード番号,文字,字体数,用例数1,用例数2,用例数3,大字典番号,部首番号
0304,09219,0,,,,09219,124
0305,翼,0,,,,09245,124
0306,耳,0,,,,09290,128
0307,耶,0,,,,09292,128
0308,聲,0,,,,09328,128
0309,聚,0,,,,09314,128
0310,臚,0,,,,09587,130
0311,脩,0,,,,09462,130
0312,股,0,,,,09364,130
0313,肩,0,,,,09370,130
0314,腹,0,,,,09516,130
0315,脛,0,,,,09449,130
0316,背,0,,,,09394,130
0317,09361,0,,,,09361,130
0318,09393,0,,,,09393,130
0319,致,0,,,,09611,133
0320,舒,0,,,,09643,135
0321,舞,0,,,,09656,136
0322,船,0,,,,09675,137
0323,苑,0,,,,09772,140
0324,蒼,0,,,,10031,140
0325,蕃,0,,,,10093,140
0326,苗,0,,,,09778,140
0327,苛,0,,,,09779,140
0328,蔽,0,,,,10088,140
0329,葬,0,,,,09985,140
0330,華,0,,,,09921,140
0331,蒲,0,,,,10026,140
0332,荒,0,,,,09851,140
0333,荊,0,,,,09844,140
0334,薄,0,,,,10139,140
0335,藩,0,,,,10206,140
0336,著,0,,,,09972,140
0337,融,0,,,,10500,142
0338,蜀,0,,,,10390,142
0339,蠶,0,,,,10599,142
0340,襲,0,,,,10806,145
0341,被,0,,,,10683,145
0342,裂,0,,,,10698,145
0343,裨,0,,,,10720,145
0344,角,0,,,,10860,148
0345,解,0,,,,10875,148
0346,記,0,,,,10914,149
0347,諱,0,,,,11079,149
0348,識,0,,,,11171,149
0349,諾,0,,,,11090,149
0350,譟,0,,,,11177,149
0351,10954,0,,,,10954,149
0352,許,0,,,,10930,149
0353,詐,0,,,,10957,149
0354,訟,0,,,,10919,149
0355,誰,0,,,,11028,149
0356,設,0,,,,10928,149
0357,謗,0,,,,11116,149
0358,11153,0,,,,11153,149
0359,象,0,,,,11275,152
0360,責,0,,,,11344,154
0361,賓,1,2,,,11386,154
0362,貨,0,,,,11339,154
0363,負,0,,,,11332,154
0364,購,0,,,,11418,154
0365,貰,0,,,,11350,154
0366,資,0,,,,11373,154
0367,貴,0,,,,11355,154
0368,貳,0,,,,11354,154
0369,蹙,0,,,,11631,157
0370,跨,0,,,,11541,157
0371,踐,0,,,,11569,157
0372,路,0,,,,11548,157
0373,蹇,0,,,,11616,157
0374,11820,0,,,,11820,159
0375,轅,0,,,,11852,159
0376,輿,0,,,,11846,159
0377,輯,0,,,,11834,159
0378,11780,0,,,,11780,159
0379,農,0,,,,11919,161
0380,遠,0,,,,12070,162
0381,邊,0,,,,12115,162
0382,逋,0,,,,11988,162
0383,避,0,,,,12103,162
0384,選,0,,,,12095,162
0385,適,0,,,,12079,162
0386,逸,0,,,,12027,162
0387,遙,0,,,,12062,162
0388,迫,0,,,,11965,162
0389,遑,0,,,,12049,162
0390,遁,0,,,,12035,162
0391,遭,0,,,,12082,162
0392,12220,0,,,,12220,163
0393,郊,0,,,,12160,163
0394,配,0,,,,12263,164
0395,酬,0,,,,12294,164
0396,酷,0,,,,12301,164
0397,鉦,0,,,,12443,167
0398,鋭,0,,,,12472,167
0399,鐵,0,,,,12654,167
0400,鐔,0,,,,12641,167
0401,録,0,,,,12499,167
0402,鋒,0,,,,12485,167
0403,鎭,0,,,,12587,167
0404,12705x,0,,,,12705x,168
0405,開,0,,,,12716,169
0406,閏,0,,,,12721,169
0407,阯,0,,,,12819,170
0408,陶,0,,,,12868,170
0409,際,0,,,,12913,170
0410,陌,0,,,,12837,170
0411,阿,0,,,,12830,170
0412,防,0,,,,12822,170
0413,陰,0,,,,12862,170
0414,隕,0,,,,12899,170
0415,陟,0,,,,12851,170
0416,隊,0,,,,12889,170
0417,除,0,,,,12855,170
0418,隴,0,,,,12939,170
0419,集,0,,,,12963,172
0420,雇,0,,,,12964,172
0421,霜,0,,,,13052,173
0422,雪,0,,,,13015,173
0423,響,0,,,,13293,180
0424,頻,0,,,,13359,181
0425,順,0,,,,13302,181
0426,頭,0,,,,13346,181
0427,頃,0,,,,13297,181
0428,顯,0,,,,13416,181
0429,風,0,,,,13423,182
0430,飛,0,,,,13495,183
0431,饗,0,,,,13647,184
0432,館,0,,,,13584,184
0433,饋,0,,,,13635,184
0434,飮,0,,,,13526,184
0435,飢,0,,,,13508,184
0436,驅,0,,,,13839,187
0437,騰,0,,,,13820,187
0438,13797,0,,,,13797,187
0439,驕,0,,,,13845,187
0440,鬪,0,,,,14033,191
0441,鬱,0,,,,14039,192
0442,魏,0,,,,14084,194
0443,鱗,0,,,,14327,195
0444,鴻,0,,,,14446,196
0445,鹵,0,,,,14612,197
0446,麥,0,,,,14661,199
0447,麻,0,,,,14681,200
0448,黜,0,,,,14722,203
0449,一,1,19,,,00001,001
0450,三,1,19,,,00007,001
0451,七,1,8,,,00004,001
0452-0453,不,1,59,,,00013,001
0454,丘,1,7,,,00026,001
0455,世,1,4,,,00025,001
0456,下,1,42,,,00009,001
0457,丈,1,2,,,00006,001
0458,且,1,7,,,00020,001
0459,上,1,17,,,00008,001
0460,丁,1,5,,,00002,001
0461,丑,1,5,,,00017,001
0462,丙,1,8,,,00027,001
0463,中,1,33,,,00051,002
0464,丹,1,3,,,00069,003
0465,主,1,6,,,00070,003
0466,乃,1,24,,,00078,004
0467-0469,之,1,105,,,00088,004
0470,乎,1,5,,,00092,004
0471,久,1,4,,,00085,004
0472,乘,1,6,,,00102,004
0473,乞,1,2,,,00108,005
0474,九,1,9,,,00107,005
0475,也,1,6,,,00109,005
0476,亂,1,9,,,00121,005
0477,乙,1,5,,,00104,005
0478,事,1,6,,,00128,006
0479,于,1,9,,,00132,007
0480,五,1,20,,,00135,007
0481,云,1,4,,,00133,007
0482,二,1,29,,,00129,007
0483,亡,1,5,,,00150,008
0484,交,1,3,,,00152,008
0485,京,1,2,,,00157,008
0486,亥,1,4,,,00153,008
0487,亦,1,8,,,00154,008
0488,傳,1,8,,,00468,009
0489,傅,1,2,,,00447,009
0490,以,1,46,,,00194,009
0491,伐,1,7,,,00218,009
0492,修,1,4,,,00359,009
0493,侯,2,11,2,,00313,009
0494,人,1,40,,,00168,009
0495,信,1,4,,,00345,009
0496,僞,1,2,,,00498,009
0497,僚,1,2,,,00495,009
0498,倶,1,2,,,00350,009
0499,仲,1,2,,,00200,009
0500,保,1,3,,,00342,009
0501,任,1,2,,,00206,009
0502,侍,1,2,,,00288,009
0503,休,2,2,1,,00219,009
0504,來,1,6,,,00282,009
0505,伏,1,6,,,00217,009
0506,俊,1,2,,,00328,009
0507,位,1,7,,,00243,009
0508,偏,1,9,,,00411,009
0509,但,1,2,,,00240,009
0510,何,1,8,,,00250,009
0511,令,1,9,,,00193,009
0512,使,1,16,,,00279,009
0513,伯,1,11,,,00228,009
0514,傑,1,2,,,00450,009
0515-0516,光,1,73,,,00567,010
0517,先,1,8,,,00566,010
0518,元,1,14,,,00560,010
0519,兆,1,3,,,00564,010
0520,兄,1,5,,,00561,010
0521,免,1,6,,,00570,010
0522,入,1,11,,,00582,011
0523,其,1,36,,,00605,012
0524,八,1,9,,,00594,012
0525,共,1,5,,,00599,012
0526,公,1,8,,,00596,012
0527,六,1,11,,,00597,012
0528,兵,1,33,,,00602,012
0529,冠,1,2,,,00646,014
0530,冤,1,2,,,00650,014
0531,冬,1,5,,,00662,015
0532,出,1,14,,,00723,017
0533,切,1,2,,,00735,018
0534,初,1,8,,,00759,018
0535,前,1,12,,,00794,018
0536,刻,1,2,,,00783,018
0537,則,1,4,,,00789,018
0538,別,1,3,,,00763,018
0539,分,1,6,,,00734,018
0540,劉,1,31,,,00840,018
0541,列,1,4,,,00754,018
0542,刑,1,3,,,00746,018
0543,到,1,6,,,00769,018
0544,利,1,2,,,00767,018
0545,制,1,2,,,00776,018
0546,勒,1,2,,,00885,019
0547,勝,1,6,,,00893,019
0548,力,1,5,,,00856,019
0549,功,1,9,,,00857,019
0550,動,1,2,,,00887,019
0551,助,1,3,,,00863,019
0552,北,1,13,,,00941,021
0553,午,1,10,,,00992,024
0554,卓,1,2,,,01005,024
0555,升,1,12,,,00991,024
0556,卒,1,6,,,01004,024
0557,十,1,39,,,00985,024
0558,南,1,20,,,01010,024
0559,博,1,4,,,01016,024
0560,千,1,16,,,00987,024
0561,卯,1,5,,,01033,026
0562,即,1,7,,,01049,026
0563,却,1,3,,,01038,026
0564,危,1,2,,,01035,026
0565,原,1,4,,,01074,027
0566,厭,1,2,,,01088,027
0567,去,1,8,,,01101,028
0568,取,1,3,,,01127,029
0569,及,1,10,,,01111,029
0570,叔,1,4,,,01124,029
0571,受,1,5,,,01128,029
0572,反,1,12,,,01116,029
0573,又,1,9,,,01108,029
0574,君,2,1,1,,01185,030
0575,呉,1,16,,,01207,030
0576,周,1,4,,,01235,030
0577,囂,1,3,,,01589,030
0578,嚴,1,4,,,01581,030
0579,史,1,2,,,01157,030
0580,呼,1,2,,,01251,030
0581,喜,2,3,1,,01412,030
0582,命,1,8,,,01252,030
0583,嘗,1,3,,,01479,030
0584,吏,1,14,,,01177,030
0585,合,1,10,,,01170,030
0586,司,1,28,,,01163,030
0587,可,1,13,,,01154,030
0588,右,1,4,,,01158,030
0589,古,1,2,,,01142,030
0590,后,1,2,,,01176,030
0591,吾,1,4,,,01217,030
0592,各,1,8,,,01168,030
0593,同,1,4,,,01174,030
0594,名,1,5,,,01175,030
0595,固,1,3,,,01627,031
0596,回,1,3,,,01609,031
0597,國,1,9,,,01639,031
0598,因,1,10,,,01611,031
0599,四,1,19,,,01607,031
0600,囚,1,2,,,01606,031
0601,圖,1,3,,,01647,031
0602,園,1,3,,,01644,031
0603,堅,1,6,,,01767,032
0604,地,1,7,,,01666,032
0605,城,1,34,,,01740,032
0606,在,1,11,,,01659,032
0607,均,1,2,,,01674,032
0608,執,1,4,,,01755,032
0609,土,1,3,,,01654,032
0610,垂,1,3,,,01710,032
0611,坐,1,4,,,01682,032
0612,堵,1,2,,,01799,032
0613,壽,1,2,,,01913,033
0614,壬,1,14,,,01904,033
0615,士,1,15,,,01903,033
0616,夏,1,5,,,01927,035
0617,夜,1,6,,,01939,036
0618,多,1,6,,,01938,036
0619,外,1,5,,,01934,036
0620,夷,1,2,,,01961,037
0621,奔,1,6,,,01986,037
0622,失,1,2,,,01957,037
0623,奏,1,3,,,01981,037
0624,奉,1,12,,,01974,037
0625,太,1,21,,,01948,037
0626,夫,1,8,,,01949,037
0627,天,1,41,,,01947,037
0628-0630,犬,1,129,,,07110,094
0631,威,1,6,,,02105,038
0632,如,1,14,,,02031,038
0633,妻,1,4,,,02061,038
0634,奴,1,2,,,02024,038
0635,婦,1,2,,,02155,038
0636,始,1,28,,,02069,038
0637,學,1,2,,,02293,039
0638,孫,1,9,,,02282,039
0639,孔,1,3,,,02264,039
0640-0641,子,1,52,,,02262,039
0642,害,1,3,,,02346,040
0643,察,1,2,,,02383,040
0644,官,1,8,,,02323,040
0645,宗,1,13,,,02322,040
0646,宜,1,6,,,02327,040
0647,寵,1,6,,,02406,040
0648,安,1,18,,,02309,040
0649,寇,1,7,,,02363,040
0650,定,1,16,,,02325,040
0651,家,1,5,,,02349,040
0652,富,1,2,,,02366,040
0653,客,1,4,,,02331,040
0654,宏,1,2,,,02316,040
0655,宮,1,9,,,02342,040
0656,宋,1,2,,,02312,040
0657,室,1,3,,,02332,040
0658,密,1,2,,,02361,040
0659,守,1,18,,,02308,040
0660,寅,1,4,,,02359,040
0661,射,1,3,,,02422,041
0662,尋,1,9,,,02430,041
0663,尉,1,9,,,02427,041
0664,封,1,12,,,02420,041
0665-0667,將,1,138,,,02425,041
0668,尊,1,3,,,02429,041
0669,尚,1,6,,,02446,042
0670,少,1,2,,,02440,042
0671,小,1,5,,,02439,042
0672,就,1,3,,,02464,043
0673,尤,1,13,,,02456,043
0674,屬,1,12,,,02515,044
0675,尺,1,2,,,02471,044
0676,屯,1,2,,,02518,045
0677,山,1,7,,,02528,046
0678,崩,1,2,,,02640,046
0679,州,1,10,,,02764,047
0680,川,1,3,,,02762,047
0681,差,1,3,,,02780,048
0682,己,1,9,,,02782,049
0683,已,1,6,,,02783,049
0684,巳,1,9,,,02784,049
0685,幡,1,2,,,02881,050
0686,師,1,2,,,02835,050
0687,帥,1,3,,,02828,050
0688,常,1,5,,,02847,050
0689,市,1,2,,,02799,050
0690,帝,1,19,,,02820,050
0691,年,1,11,,,02900,051
0692,幸,1,29,,,02903,051
0693,平,1,19,,,02899,051
0694,幽,1,2,,,02912,052
0695,幾,1,2,,,02915,052
0696,庚,1,4,,,02936,053
0697,府,1,3,,,02938,053
0698,度,1,4,,,02944,053
0699,庶,1,2,,,02961,053
0700,廣,1,6,,,02993,053
0701,廟,1,9,,,02989,053
0702,廢,1,2,,,02992,053
0703,延,1,14,,,03005,054
0704,廷,1,3,,,03004,054
0705,建,1,12,,,03006,054
0706,03019,1,9,,,03019,055
0707,彊,1,3,,,03081,057
0708,張,1,12,,,03065,057
0709,弩,1,5,,,03058,057
0710,弟,1,2,,,03052,057
0711,引,1,5,,,03044,057
0712,03103,1,2,,,03103,059
0713,彭,1,12,,,03113,059
0714,後,1,7,,,03138,060
0715,得,1,15,,,03145,060
0716,從,1,11,,,03151,060
0717,徐,1,3,,,03141,060
0718,徳,1,4,,,03172,060
0719,徴,1,2,,,03171,060
0720,征,1,15,,,03129,060
0721,復,1,26,,,03159,060
0722,徇,2,3,1,,03133,060
0723,徒,1,14,,,03143,060
0724,徙,0,,,,03148,060
0725,M10857,1,2,,,,061
0726,怒,1,2,,,03229,061
0727,惑,1,2,,,03355,061
0728,意,1,2,,,03395,061
0729,愍,1,3,,,03402,061
0730,應,1,6,,,03550,061
0731,恨,1,2,,,03291,061
0732,念,1,2,,,03214,061
0733,必,1,2,,,03180,061
0734,悦,1,2,,,03309,061
0735,懼,1,4,,,03589,061
0736,悉,1,5,,,03312,061
0737,恐,1,5,,,03272,061
0738,怖,1,2,,,03233,061
0739,憂,1,4,,,03486,061
0740,恂,1,3,,,03264,061
0741,惟,1,3,,,03365,061
0742,感,1,2,,,03409,061
0743,憤,1,2,,,03518,061
0744,情,1,2,,,03348,061
0745,思,1,2,,,03239,061
0746,心,1,5,,,03179,061
0747,慄,1,2,,,03435,061
0748,惠,1,2,,,03366,061
0749,愼,1,2,,,03429,061
0750,憲,1,14,,,03530,061
0751,成,1,9,,,03610,062
0752,戊,1,4,,,03604,062
0753,戌,1,5,,,03605,062
0754,或,1,5,,,03617,062
0755,戎,1,4,,,03607,062
0756,戰,1,29,,,03633,062
0757,戸,1,2,,,03640,063
0758,所,1,23,,,03647,063
0759,手,1,2,,,03659,064
0760,揚,1,2,,,03904,064
0761,撃,1,25,,,04087,064
0762,據,1,5,,,04106,064
0763,持,1,5,,,03780,064
0764,招,2,2,1,,03758,064
0765,搶,1,2,,,03971,064
0766,授,1,2,,,03855,064
0767,拒,1,2,,,03747,064
0768,投,1,2,,,03708,064
0769,掠,1,3,,,03871,064
0770,捕,1,5,,,03828,064
0771,拔,1,12,,,03750,064
0772,接,1,2,,,03878,064
0773,承,1,4,,,03690,064
0774,擅,1,2,,,04084,064
0775,數,1,22,,,04298,066
0776,政,1,2,,,04235,066
0777,散,1,7,,,04280,066
0778,攻,1,7,,,04231,066
0779,收,1,7,,,04224,066
0780,敬,1,2,,,04286,066
0781,敵,1,4,,,04293,066
0782,救,1,5,,,04263,066
0783,故,1,7,,,04243,066
0784,敢,1,9,,,04277,066
0785,敗,1,10,,,04268,066
0786,文,1,5,,,04321,067
0787,斛,1,2,,,04349,068
0788,斯,1,2,,,04373,069
0789,新,1,6,,,04376,069
0790,斬,1,15,,,04369,069
0791-0792,於,1,75,,,04389,070
0793,旁,1,2,,,04394,070
0794,旗,1,2,,,04422,070
0795,方,1,5,,,04385,070
0796,既,1,4,,,04442,071
0797,是,1,27,,,04512,072
0798,日,1,12,,,04446,072
0799,昌,1,2,,,04484,072
0800,春,1,6,,,04503,072
0801,景,1,4,,,04558,072
0802,星,1,2,,,04499,072
0803,昆,1,8,,,04478,072
0804,時,1,18,,,04523,072
0805,書,1,7,,,04657,073
0806,曰,1,43,,,04650,073
0807,旱,1,3,,,04461,072
0808,曷,1,2,,,04656,073
0809,曾,1,2,,,04661,073
0810,更,1,26,,,04654,073
0811,曲,1,3,,,04651,073
0812,會,1,9,,,04667,073
0813-0814,月,1,69,,,04673,074
0815,有,1,23,,,04674,074
0816,朔,1,2,,,04686,074
0817,服,1,5,,,04679,074
0818,望,1,6,,,04693,074
0819,朕,1,7,,,04688,074
0820,桃,1,2,,,04930,075
0821,梁,1,7,,,04967,075
0822,棘,1,3,,,05031,075
0823,林,1,5,,,04803,075
0824,校,1,7,,,04904,075
0825,案,1,2,,,04933,075
0826,朱,1,12,,,04717,075
0827,李,1,10,,,04735,075
0828,未,1,22,,,04711,075
0829,東,1,10,,,04765,075
0830,楚,1,2,,,05134,075
0831,棄,1,2,,,05014,075
0832,檀,1,2,,,05391,075
0833,杜,1,3,,,04747,075
0834,楊,1,2,,,05123,075
0835,業,1,3,,,05152,075
0836,末,1,2,,,04712,075
0837,植,1,2,,,05080,075
0838,樂,1,3,,,05279,075
0839,檄,1,2,,,05393,075
0840,次,1,2,,,05558,076
0841,欽,1,2,,,05589,076
0842,欲,1,10,,,05580,076
0843-0844,武,1,88,,,05649,077
0845,歩,1,8,,,05645,077
0846,歳,1,7,,,05666,077
0847,正,1,13,,,05643,077
0848,歸,1,9,,,05676,077
0849,此,1,2,,,05644,077
0850,歿,1,3,,,05692,078
0851,死,1,7,,,05686,078
0852,殺,1,12,,,05796,079
0853,殷,1,2,,,05795,079
0854,母,1,2,,,05834,080
0855,比,1,2,,,05841,081
0856,氏,1,7,,,05932,083
0857,民,1,3,,,05935,083
0858,氣,1,3,,,05947,084
0859,06236,1,3,,,06236,085
0860,法,1,4,,,06074,085
0861,湖,1,4,,,06362,085
0862,流,1,3,,,06151,085
0863,溢,1,2,,,06408,085
0864,永,1,12,,,05957,085
0865,滅,1,3,,,06432,085
0866,深,1,4,,,06285,085
0867,漁,2,2,2,,06477,085
0868,06538,1,2,,,06538,085
0869,海,1,4,,,06182,085
0870,淮,1,4,,,06281,085
0871,津,1,3,,,06128,085
0872,浮,1,4,,,06175,085
0873,潁,1,2,,,06523,085
