統合ID,文字,カード番号,字体数,用例数,部首,枚数,
07501,界,0618,1 ,45 ,102,1 ,
07503,畏,0619,1 ,4 ,102,1 ,
07508,留,0620,1 ,2 ,102,1 ,
07513,畜,0621,1 ,2 ,102,1 ,
07520,畢,0622,1 ,2 ,102,1 ,
07530,異,0623,1 ,2 ,102,1 ,
07591,疾,0624,1 ,2 ,104,1 ,
07598,病,0625,1 ,2 ,104,1 ,
07709,白,0626,1 ,9 ,106,1 ,
07710,百,0627,1 ,11 ,106,1 ,
07717,皆,0628,1 ,27 ,106,1 ,
07758,盈,0629,1 ,2 ,108,1 ,
07759,益,0630,1 ,2 ,108,1 ,
07779,盡,0631,1 ,5 ,108,1 ,
07785,盧,0632,1 ,2 ,108,1 ,
07790,目,0633,1 ,5 ,109,1 ,
07799,直,0634,1 ,2 ,109,1 ,
07801,相,0635,1 ,13 ,109,1 ,
07828,眠,0636,1 ,2 ,109,1 ,
07839,眷,0637,1 ,2 ,109,1 ,
07843,眼,0638,1 ,8 ,109,1 ,
07844,衆,0639,1 ,95 ,109,2 ,
07898,瞬,0641,1 ,3 ,109,1 ,
07907,瞻,0642,1 ,4 ,109,1 ,
07941,知,0643,1 ,44 ,111,1 ,
07954,石,0644,1 ,2 ,112,1 ,
07986,破,0645,1 ,5 ,112,1 ,
08077,礙,0646,1 ,6 ,112,1 ,
08097,示,0647,1 ,20 ,113,1 ,
08124,神,0648,1 ,31 ,113,1 ,
08165,禮,0649,1 ,9 ,113,1 ,
08239,稠,0650,1 ,3 ,115,1 ,
08244,種,0651,1 ,27 ,115,1 ,
08248,稱,0652,1 ,4 ,115,1 ,
08293,究,0653,1 ,2 ,116,1 ,
08296,空,0654,1 ,6 ,116,1 ,
08329,窮,0655,1 ,3 ,116,1 ,
08354,立,0656,1 ,3 ,117,1 ,
08365,竟,0657,1 ,4 ,117,1 ,
08371,童,0658,1 ,20 ,117,1 ,
08375,竭,0659,1 ,3 ,117,1 ,
08376,端,0660,1 ,2 ,117,1 ,
08412,第,0661,1 ,6 ,118,1 ,
08426,等,0662,1 ,23 ,118,1 ,
08437,答,0663,1 ,3 ,118,1 ,
08779,細,0664,1 ,2 ,120,1 ,
08807,結,0665,1 ,2 ,120,1 ,
08856,經,0666,1 ,2 ,120,1 ,
08885,網,0667,1 ,3 ,120,1 ,
08963,縛,0668,1 ,2 ,120,1 ,
09020,繞,0669,1 ,6 ,120,1 ,
09061,續,0670,1 ,3 ,120,1 ,
09064,纏,0671,1 ,2 ,120,1 ,
09144,羅,0672,1 ,24 ,122,1 ,
09155,美,0673,1 ,2 ,123,1 ,
09177,義,0674,1 ,2 ,123,1 ,
09250,老,0675,1 ,2 ,125,1 ,
09255,者,0676,1 ,41 ,125,1 ,
09264,而,0677,1 ,48 ,126,1 ,
09286,耨,0678,1 ,11 ,127,1 ,
09290,耳,0679,1 ,2 ,128,1 ,
09308,聖,0680,1 ,15 ,128,1 ,
09314,聚,0681,1 ,3 ,128,1 ,
09315,聞,0682,1 ,17 ,128,1 ,
09328,聲,0683,1 ,8 ,128,1 ,
09335,聽,0684,1 ,3 ,128,1 ,
09429,能,0685,1 ,43 ,130,1 ,
09463,脱,0686,1 ,21 ,130,1 ,
09602,自,0687,1 ,30 ,132,1 ,
09610,至,0688,1 ,12 ,133,1 ,
09629,與,0689,1 ,6 ,134,1 ,
09638,舍,0690,1 ,3 ,135,1 ,
09643,舒,0691,1 ,2 ,135,1 ,
09665,般,0692,1 ,6 ,137,1 ,
09716,色,0693,1 ,7 ,139,1 ,
09788,若,0694,1 ,23 ,140,1 ,
09789,苦,0695,1 ,12 ,140,1 ,
09869,莊,0696,1 ,15 ,140,1 ,
09919,菩,0697,1 ,106 ,140,3 ,
09961,落,0700,1 ,2 ,140,1 ,
09966,葉,0701,1 ,2 ,140,1 ,OK
09972,著,0702,1 ,9 ,140,1 ,
10050,蓮,0703,1 ,3 ,140,1 ,
10163,薩,0704,1 ,91 ,140,2 ,
10191,藏,0706,1 ,16 ,140,1 ,
10192,藐,0707,1 ,11 ,140,1 ,
10232,蘊,0708,1 ,2 ,140,1 ,
10270,處,0709,1 ,21 ,141,1 ,
10272,虚,0710,1 ,2 ,141,1 ,
10276,號,0711,1 ,2 ,141,1 ,
10414,蜜,0712,1 ,7 ,142,1 ,
10614,行,0713,1 ,51 ,144,2 ,
10826,覆,0715,1 ,3 ,146,1 ,
10831,見,0716,1 ,62 ,147,2 ,
10834,覓,0718,1 ,3 ,147,1 ,
10837,視,0719,1 ,2 ,147,1 ,
10848,親,0720,1 ,3 ,147,1 ,
10859,觀,0721,1 ,18 ,147,1 ,
10875,解,0722,1 ,24 ,148,1 ,OK
10890,言,0723,1 ,41 ,149,1 ,
10936,訶,0724,1 ,5 ,149,1 ,
10974,詣,0725,1 ,16 ,149,1 ,
11017,語,0726,1 ,5 ,149,1 ,
11024,誨,0727,1 ,4 ,149,1 ,
11025,説,0728,1 ,39 ,149,1 ,
11038,調,0729,1 ,6 ,149,1 ,
11072,諦,0730,1 ,2 ,149,1 ,
11085,諸,0731,1 ,106 ,149,3 ,
11095,謂,0734,1 ,2 ,149,1 ,
11116,謗,0735,1 ,2 ,149,1 ,
11171,識,0736,1 ,18 ,149,1 ,
11195,議,0737,1 ,2 ,149,1 ,
11200,護,0738,1 ,5 ,149,1 ,
11311,貌,0739,1 ,2 ,153,1 ,
11334,財,0740,1 ,28 ,154,1 ,
11338,貧,0741,1 ,2 ,154,1 ,
11342,貪,0742,1 ,19 ,154,1 ,
11397,賢,0743,1 ,11 ,154,1 ,
11461,起,0744,1 ,6 ,156,1 ,
11467,超,0745,1 ,2 ,156,1 ,
11485,趣,0746a,2 ,7 ,156,1 ,
11485b,趣,0746b,2 ,5 ,156,1 ,
11495,足,0747,1 ,20 ,157,1 ,
11548,路,0748,1 ,2 ,157,1 ,
11565,踊,0749,1 ,5 ,157,1 ,
11689,躍,0750,1 ,3 ,157,1 ,
11715,身,0751,1 ,32 ,158,1 ,
11827,輪,0752,1 ,8 ,159,1 ,
11856,轉,0753,1 ,6 ,159,1 ,
11914,辭,0754,1 ,4 ,160,1 ,
11948,近,0755,1 ,5 ,162,1 ,
11960,迦,0756,1 ,3 ,162,1 ,
11965,迫,0757,1 ,2 ,162,1 ,
11974,迷,0758,1 ,5 ,162,1 ,
11982,退,0759,1 ,7 ,162,1 ,
12000,通,0760,1 ,4 ,162,1 ,
12003,速,0761,1 ,5 ,162,1 ,
12030,逼,0762,1 ,2 ,162,1 ,
12040,遇,0763,1 ,3 ,162,1 ,
12042,遊,0764,1 ,4 ,162,1 ,
12046,過,0765,1 ,6 ,162,1 ,
12051,道,0766,1 ,28 ,162,1 ,
12092,遶,0767,1 ,5 ,162,1 ,
12115,邊,0768,1 ,6 ,162,1 ,
12134,那,0769,1 ,4 ,163,1 ,
12139,邪,0770,1 ,6 ,163,1 ,
12373,重,0771,1 ,4 ,166,1 ,
12374,野,0772,1 ,2 ,166,1 ,
12376,量,0773,1 ,14 ,166,1 ,
12380,金,0774,1 ,4 ,167,1 ,
12698,長,0775,1 ,10 ,168,1 ,
12709,門,0776,1 ,38 ,169,1 ,
12716,開,0777,1 ,6 ,169,1 ,
12724,間,0778,1 ,12 ,169,1 ,
12757,閻,0779,1 ,3 ,169,1 ,
12830,阿,0780,1 ,14 ,170,1 ,
12831,陀,0781,1 ,3 ,170,1 ,
12855,除,0782,1 ,6 ,170,1 ,
12913,際,0783,1 ,5 ,170,1 ,
12927,隨,0784,1 ,14 ,170,1 ,
12929,險,0785,1 ,7 ,170,1 ,
13001,離,0786a,2 ,44 ,172,1 ,
13001b,離,0786b,2 ,4 ,172,1 ,
13002,難,0787,1 ,8 ,172,1 ,
13012,雨,0788,1 ,4 ,173,1 ,
13020,雲,0789,1 ,2 ,173,1 ,
13023,雷,0790,1 ,2 ,173,1 ,
13036,震,0791,1 ,3 ,173,1 ,
13103,靜,0792,1 ,5 ,174,1 ,
13104,非,0793,1 ,4 ,175,1 ,
13281,音,0794,1 ,14 ,180,1 ,
13296,頂,0795,1 ,8 ,181,1 ,
13304,須,0796,1 ,11 ,181,1 ,
13307,頌,0797,1 ,4 ,181,1 ,
13327,領,0798,1 ,2 ,181,1 ,
13346,頭,0799,1 ,2 ,181,1 ,
13391,願,0800,1 ,29 ,181,1 ,
13398,類,0801,1 ,2 ,181,1 ,
13423,風,0802,1 ,2 ,182,1 ,
13551,養,0803,1 ,7 ,184,1 ,
13559,餓,0804,1 ,2 ,184,1 ,
13641,饒,0805,1 ,2 ,184,1 ,
13661,首,0806,1 ,3 ,185,1 ,
13667,香,0807,1 ,4 ,186,1 ,
13940,高,0808,1 ,4 ,189,1 ,
14061,鬼,0809,1 ,2 ,194,1 ,
14088,魔,0810,1 ,4 ,194,1 ,
14645,麗,0811,1 ,2 ,198,1 ,
14709,黒,0812,1 ,3 ,203,1 ,
00154,亦,0813a,2 ,16 ,008,1 ,
00154b,亦,0813b,2 ,9 ,008,1 ,
01395,善,0814a,2 ,108 ,030,3 ,
01395b,善,0814b,2 ,14 ,030,3 ,
01682,坐,0817a,2 ,3 ,032,1 ,
01682b,坐,0817b,2 ,2 ,032,1 ,
02293,學,0818a,2 ,6 ,039,1 ,
02293b,學,0818b,2 ,5 ,039,1 ,
02993,廣,0819a,2 ,16 ,053,1 ,
02993b,廣,0819b,2 ,2 ,053,1 ,
03312,悉,0820a,2 ,29 ,061,1 ,
03312b,悉,0820b,2 ,2 ,061,1 ,
03405,愛,0821a,2 ,6 ,061,1 ,
03405b,愛,0821b,2 ,1 ,061,1 ,
03896,提,0822a,2 ,22 ,064,1 ,
03896b,提,0822b,2 ,4 ,064,1 ,
04512,是,0823a,2 ,28 ,072,1 ,
04512b,是,0823b,2 ,4 ,072,1 ,
05279,樂,0824a,2 ,15 ,075,1 ,
05279b,樂,0824b,2 ,3 ,075,1 ,
05639,歡,0825a,2 ,8 ,076,1 ,
05639b,歡,0825b,2 ,1 ,076,1 ,
05643,正,0826a,2 ,17 ,077,1 ,
05643b,正,0826b,2 ,5 ,077,1 ,
05796,殺,0827a,2 ,2 ,079,1 ,
05796b,殺,0827b,2 ,1 ,079,1 ,
06151,流,0828a,2 ,4 ,085,1 ,
06151b,流,0828b,2 ,1 ,085,1 ,
07284,珊,0829a,2 ,2 ,096,1 ,
07284b,珊,0829b,2 ,1 ,096,1 ,
07457,甚,0830a,2 ,6 ,099,1 ,
07457b,甚,0830b,2 ,3 ,099,1 ,
07535,當,0831a,2 ,6 ,102,1 ,
07535b,當,0831b,2 ,3 ,102,1 ,
07707,發,0832a,2 ,18 ,105,1 ,
07707b,發,0832b,2 ,1 ,105,1 ,
08148,福,0833a,2 ,4 ,113,1 ,
08148b,福,0833b,2 ,3 ,113,1 ,
09921,華,0834a,2 ,13 ,140,1 ,
09921b,華,0834b,2 ,1 ,140,1 ,
09954,萬,0835a,2 ,2 ,140,1 ,
09954b,萬,0835b,2 ,2 ,140,1 ,
10856,覺,0836a,2 ,8 ,147,1 ,
10856b,覺,0836b,2 ,7 ,147,1 ,
12068,遞,0837a,2 ,2 ,162,1 ,
12068b,遞,0837b,2 ,1 ,162,1 ,
09462,脩,0838a,3 ,16 ,130,1 ,
09462b,脩,0838b,3 ,1 ,130,1 ,
09462c,脩,0838c,3 ,1 ,130,1 ,
