カード番号,文字,部首,字体数,用例数1,用例数2,用例数3,大字典
0869,結,120,1,2,,,08807
0870,給,120,1,2,,,08822
0871,經,120,1,6,,,08856
0872,綿,120,1,3,,,08899
0873,縣,120,1,2,,,08972
0874,總,120,1,3,,,08993
0875,罪,122,1,2,,,09125
0876,置,122,1,6,,,09128
0877,罷,122,1,6,,,09133
0878,羣,123,1,4,,,09175
0879,翹,124,1,12,,,09240
0880,老,125,1,2,,,09250
0881,者,125,1,16,,,09255
0882-0883,而,126,1,77,,,09264
0884,聚,128,1,3,,,09314
0885,聞,128,1,6,,,09315
0886,聲,128,1,2,,,09328
0887,肩,130,1,2,,,09370
0888,背,130,1,10,,,09394
0889,能,130,1,20,,,09429
0890,脚,130,1,2,,,09447
0891,膩,130,1,2,,,09548
0892-0893,臣,131,1,87,,,09596
0894,臥,131,1,3,,,09599
0895,臨,131,1,3,,,09601
0896,自,132,1,18,,,09602
0897,臭,132,1,3,,,09605
0898,至,133,1,2,,,09610
0899,致,133,1,2,,,09611
0900,與,134,1,18,,,09629
0901,興,134,1,4,,,09630
0902,擧,134,1,7,,,09632
0903,舍,135,1,4,,,09638
0904,色,139,1,7,,,09716
0905,花,140,1,4,,,09758
0906,茨,140,1,4,,,09823
0907,草,140,1,6,,,09846
0908,莖,140,1,2,,,09874
0909,萬,140,1,2,,,09954
0910,菌,140,1,3,,,09901
0911,葉,140,1,4,,,09966
0912,葛,140,1,4,,,09976
0913,葬,140,1,6,,,09985
0914,蓋,140,1,4,,,10040
0915,薨,140,1,3,,,10162
0916,藝,140,1,2,,,10201
0917,蘇,140,1,22,,,10231
0918,虎,141,1,3,,,10264
0919,蜜,142,1,2,,,10414
0920,蟲,142,1,6,,,10549
0921,行,144,1,6,,,10614
0922,術,144,1,2,,,10618
0923,衞,144,1,3,,,10630
0924,表,145,1,3,,,10643
0925,被,145,1,5,,,10683
0926,西,146,1,4,,,10820
0927,見,147,1,12,,,10831
0928,視,147,1,3,,,10837
0929,觀,147,1,3,,,10859
0930,角,148,1,4,,,10860
0931,言,149,1,14,,,10890
0932,記,149,1,3,,,10914
0933,設,149,1,2,,,10928
0934,許,149,1,8,,,10930
0935,詔,149,1,6,,,10959
0936,詣,149,1,2,,,10974
0937,誄,149,1,4,,,10998
0938,誅,149,1,4,,,10999
0939,語,149,1,7,,,11017
0940,説,149,1,10,,,11025
0941,誰,149,1,2,,,11028
0942,調,149,1,7,,,11038
0943,請,149,1,4,,,11049
0944,諮,149,1,3,,,11076
0945,諸,149,1,7,,,11085
0946,謀,149,1,11,,,11092
0947,謂,149,1,12,,,11095
0948,謠,149,1,6,,,11123
0949,議,149,1,3,,,11195
0950,讀,149,1,5,,,11207
0951,谷,150,1,2,,,11234
0952,豈,151,1,4,,,11253
0953,豐,151,1,4,,,11261
0954,財,154,1,4,,,11334
0955,賀,154,1,2,,,11364
0956,質,154,1,2,,,11404
0957,賊,154,1,3,,,11377
0958,賜,154,1,8,,,11393
0959,走,156,1,3,,,11454
0960,起,156,1,11,,,11461
0961,越,156,1,2,,,11471
0962,跪,157,1,3,,,11542
0963,足,157,1,5,,,11495
0964,路,157,1,4,,,11548
0965,身,158,1,10,,,11715
0966,軍,159,1,10,,,11745
0967,輕,159,1,5,,,11802
0968,輪,159,1,5,,,11827
0969,轉,159,1,2,,,11856
0970,辛,160,1,15,,,11893
0971,近,162,1,4,,,11948
0972,述,162,1,2,,,11968
0973,退,162,1,4,,,11982
0974,送,162,1,4,,,11983
0975,速,162,1,2,,,12003
0976,造,162,1,11,,,12004
0977,連,162,1,35,,,12010
0978,進,162,1,8,,,12022
0979,遂,162,1,10,,,12037
0980,過,162,1,2,,,12046
0981,道,162,2,2,1,,12051
0982,達,162,1,4,,,12052
0983,遙,162,1,2,,,12062
0984,遣,162,1,11,,,12074
0985,還,162,1,9,,,12108
0986,邊,162,1,3,,,12115
0987,郡,163,1,5,,,12170
0988,部,163,1,9,,,12176
0989,都,163,1,7,,,12188
0990,酉,164,1,12,,,12259
0991,重,166,1,2,,,12373
0992,野,166,1,10,,,12374
0993,金,167,1,4,,,12380
0994,針,167,1,3,,,12386
0995,鎌,167,1,12,,,12568
0996,長,168,1,14,,,12698
0997,門,169,1,11,,,12709
0998,間,169,1,4,,,12724
0999,阿,170,1,7,,,12830
1000,陀,170,1,4,,,12831
1001,附,170,1,2,,,12834
1002,限,170,1,3,,,12839
1003,陳,170,1,8,,,12864
1004,陵,170,1,3,,,12867
1005,隨,170,1,5,,,12927
1006,隱,170,1,3,,,12935
1007,雀,172,1,2,,,12955
1008,雖,172,1,2,,,12991
1009,雙,172,1,2,,,12994
1010,難,172,1,8,,,13002
1011,雨,173,1,21,,,13012
1012,雪,173,1,2,,,13015
1013,雲,173,1,5,,,13020
1014,雷,173,1,12,,,13023
1015,雹,173,1,4,,,13024
1016,霖,173,1,2,,,13048
1017,青,174,1,2,,,13095
1018,鞍,177,1,9,,,13160
1019,韓,178,1,3,,,13249
1020,順,181,1,2,,,13302
1021,須,181,1,7,,,13304
1022,預,181,1,3,,,13313
1023,頭,181,1,4,,,13346
1024,頻,181,1,2,,,13359
1025,額,181,1,5,,,13377
1026,願,181,1,2,,,13391
1027,風,182,1,12,,,13423
1028,飯,184,1,2,,,13527
1029,飼,184,1,2,,,13540
1030,餘,184,1,5,,,13565
1031,香,186,1,2,,,13667
1032,馬,187,1,7,,,13680
1033,馳,187,1,2,,,13688
1034,騰,187,1,21,,,13820
1035,驚,187,1,3,,,13852
1036,驛,187,1,3,,,13853
1037,骨,188,1,2,,,13873
1038,高,189,1,18,,,13940
1039,魯,195,1,3,,,14116
1040,鳩,196,1,3,,,14366
1041,鳴,196,1,10,,,14379
1042,麻,200,1,23,,,14681
1043,麼,200,1,2,,,14684
1044,黄,201,1,2,,,14693
1045,黒,203,1,3,,,14709
1046,休,009,2,1,1,,00219
1047,健,009,2,1,1,,00421
1048,兄,010,2,24,5,,00561
1049,全,011,2,2,1,,00589
1050,凡,016,2,1,1,,00701
1051,勢,019,2,3,3,,00898
1052,勸,019,2,3,1,,00913
1053,參,028,3,1,1,1,01104
1054,喚,030,2,1,1,,01410
1055,喩,030,2,5,1,,01421
1056,喪,030,2,4,2,,01430
1057,01594,030,2,1,1,,01594
1058,塞,032,2,1,1,,01823
1059,孫,039,2,2,1,,02282
1060,寅,040,2,7,1,,02359
1061,富,040,2,2,1,,02366
1062,對,041,2,3,1,,02435
1063,岐,046,2,15,1,,02540
1064,岡,046,2,2,1,,02545
1065,幸,051,2,1,1,,02903
1066,弊,055,2,1,1,,03027
1067,得,060,2,4,2,,03145
1068,御,060,2,2,1,,03153
1069,徳,060,2,7,3,,03172
1070,恩,061,2,2,1,,03292
1071,戰,062,2,4,1,,03633
1072,政,066,2,2,1,,04235
1073,數,066,2,3,2,,04298
1074,既,071,2,2,1,,04442
1075,極,075,2,4,1,,05161
1076,檢,075,2,1,1,,05420
1077,正,077,2,5,1,,05643
1078,流,085,2,3,2,,06151
1079,渠,085,2,6,1,,06317
1080,濟,085,2,20,6,,06641
1081,獻,094,3,3,2,1,07250
1082,珍,096,0,,,,07287
1083,留,102,2,1,1,,07508
1084,癸,105,2,6,3,,07703
1085,直,109,2,7,1,,07799
1086,瞻,109,2,1,1,,07907
1087,福,113,2,1,1,,08148
1088,第,118,2,1,1,,08412
1089,網,120,2,4,1,,08885
1090,羅,122,2,16,3,,09144
1091,聽,128,2,2,1,,09335
1092,船,137,2,7,3,,09675
1093,菟,140,2,2,1,,09911
1094,處,141,2,1,1,,10270
1095,蝦,142,2,10,1,,10475
1096,覆,146,2,3,1,,10826
1097,覡,147,2,3,1,,10843
1098,解,148,2,2,2,,10875
1099,訖,149,2,1,1,,10912
1100,貢,154,1,2,,,11335
1101,郷,163,2,1,1,,12205
1102,舶,137,2,2,1,,09672
1103,辰,161,2,6,2,,11917
1104,震,173,2,3,1,,13036
1105,養,184,2,4,4,,13551
1106,饗,184,2,4,1,,13647
1107,鹿,198,2,23,7,,14621
1108,駒,187,2,2,1,,13720
1109,麗,198,2,7,4,,14645
1110,劍,018,3,3,3,1,00843
1111,夷,037,3,9,1,1,01961
1112,焉,086,3,3,1,1,06861
1113,々,部外,1,17,,,00066
1114,殄,078,0,,,,05702
