統合ID,文字,カード番号,字体数,用例数,部首
00759,初,0151,1,48,018
00769,到,0152,1,19,018
00776,制,0153,1,24,018
00782,刺,0154,1,3,018
00794,前,0155,1,2,018
00824,創,0156,1,2,018
00985,十,0157,1,24,024
00994,半,0158,1,5,024
01038,却,0159,1,3,026
01049,即,0160,1,21,026
01088,厭,0161,1,16,027
01101,去,0162,1,28,028
01109,叉,0163,1,57,029
01111,及,0165,1,2,029
01127,取,0166,1,26,029
01141,口,0167,1,16,030
01143,句,0168,1,24,030
01158,右,0169,1,18,030
01172,吉,0170,1,113,030
01197,含,0173,1,6,030
01219,告,0174,1,24,030
01245,呵,0175,1,49,030
01252,命,0176,1,9,030
01312,咲,0177,1,9,030
01369,問,0178,1,4,030
01503,01503,0179,1,3,030
01600,囑,0180,1,2,030
01611,因,0181,1,47,031
01639,國,0182,1,26,031
01644,園,0183,1,24,031
01659,在,0184,1,61,032
01666,地,0186,1,2,032
01682,坐,0187,1,77,032
01683,坑,0189,1,3,032
01796,報,0190,1,3,032
01833,塹,0191,1,2,032
01863,墮,0192,1,3,032
01903,士,0193,1,76,033
01934,外,0195,1,17,036
01938,多,0196,1,37,036
01939,夜,0197,1,16,036
01946,大,0198,1,19,037
02029,好,0199,1,16,038
02031,如,0200,1,132,038
02105,威,0203,1,46,038
02142,婆,0204,1,4,038
02203,嫌,0205,1,43,038
02262,子,0206,1,24,039
02277,孤,0207,1,24,039
02293,學,0208,1,23,039
02349,家,0209,1,16,040
02352,容,0210,1,5,040
02429,尊,0211,1,76,041
02439,小,0213,1,3,042
02440,少,0214,1,29,042
02464,就,0215,1,16,043
02472,尻,0216,1,2,044
02473,尼,0217,1,77,044
02482,居,0219,1,76,044
02774,左,0221,1,18,048
02782,己,0222,1,10,049
02783,已,0223,1,87,049
02835,師,0225,1,3,050
02899,平,0226,1,7,051
02944,度,0227,1,3,053
03037,式,0228,1,48,056
03065,張,0229,1,8,057
03084,彌,0230,1,48,057
03101,形,0231,1,2,059
03124,彼,0232,1,14,060
03128,往,0233,1,51,060
03132,待,0235,1,3,060
03145,得,0236,1,33,060
03179,心,0237,1,26,061
03329,患,0238,1,2,061
03372,惱,0239,1,24,061
03373,想,0240,1,4,061
03395,意,0241,1,7,061
03405,愛,0242,1,2,061
03414,愧,0243,1,45,061
03453,慙,0244,1,45,061
03550,應,0245,1,46,061
03587,懺,0246,1,25,061
03611,我,0247,1,22,062
03612,戒,0248,1,124,062
03617,或,0251,1,69,062
03647,所,0253,1,97,063
03659,手,0255,1,30,064
03666,打,0256,1,3,064
03700,把,0257,1,2,064
03780,持,0258,1,16,064
03825,捐,0259,1,5,064
03855,授,0260,1,2,064
03856,掉,0261,1,7,064
03912,揣,0262,1,12,064
03947,搖,0263,1,9,064
04009,摩,0264,1,19,064
04099,擔,0265,1,2,064
04130,擲,0266,1,4,064
04243,故,0267,1,97,066
04277,敢,0269,1,4,066
04298,數,0270,1,23,066
04353,斟,0271,1,15,068
04385,方,0272,1,23,070
04389,於,0273,1,2,070
04391,施,0274,1,2,070
04446,日,0275,1,13,072
04485,明,0276,1,6,072
04512,是,0277,1,106,072
04523,時,0280,1,213,072
04554,晨,0285,1,10,072
04654,更,0286,1,4,073
04674,有,0287,1,113,074
04693,望,0290,1,3,074
04696,朝,0291,1,10,074
04711,未,0292,1,38,075
04739,村,0293,1,3,075
04933,案,0294,1,3,075
05010,梵,0295,1,9,075
05014,棄,0296,1,7,075
05031,棘,0297,1,2,075
05279,樂,0298,1,23,075
05323,樹,0299,1,25,075
05558,次,0300,1,8,076
05580,欲,0301,1,66,076
05643,正,0303,1,60,077
05644,此,0305,1,90,077
05841,比,0307,1,320,081
05952,水,0314,1,4,085
05964,求,0315,1,2,085
05979,汚,0316,1,3,085
05983,汝,0317,1,67,085
06031,沙,0319,1,70,085
06074,法,0321,1,58,085
06088,泥,0323,1,3,085
06272,淨,0324,1,26,085
06317,渠,0325,1,2,085
06318,渡,0326,1,3,085
06408,溢,0327,1,5,085
06487,漏,0328,1,22,085
06835,烏,0329,1,6,086
06872,無,0330,1,89,086
06957,熱,0332,1,2,086
07032,爲,0333,1,91,087
07043,爾,0335,1,72,089
07072,牛,0337,1,5,093
07112,犯,0338,1,192,094
07125,狂,0342,1,24,094
07139,狗,0343,1,6,094
07192,猪,0344,1,6,094
07230,獨,0345,1,24,094
07248,獸,0346,1,3,094
07262,王,0347,1,2,096
07456,甘,0348,1,2,099
07461,生,0349,1,2,100
07469,用,0350,1,7,101
07559,疑,0351,1,2,103
07591,疾,0352,1,10,104
07598,病,0353,1,30,104
07613,痛,0354,1,25,104
07685,癡,0355,1,46,104
07709,白,0356,1,99,106
07717,皆,0358,1,12,106
07771,盜,0359,1,2,108
07779,盡,0360,1,12,108
07817,看,0361a,2,8,109
07817b,看,0361b,2,1,109
07843,眼,0362,1,2,109
07844,衆,0363,1,11,109
07907,瞻,0364,1,2,109
07941,知,0365,1,83,111
08107,祇,0367,1,24,113
08165,禮,0368,1,24,113
08244,種,0369,1,63,115
08248,稱,0371,1,16,115
08303,突,0372a,2,112,116
08303b,突,0372b,2,1,116
08412,第,0375,1,6,118
08426,等,0376,1,46,118
08767,索,0377,1,15,120
08807,結,0378,1,26,120
08822,給,0379,1,24,120
08924,縁,0380,1,47,120
08963,縛,0381,1,2,120
09064,纏,0382,1,24,120
09144,羅,0383,1,147,122
09155,美,0386,1,3,123
09175,羣,0387,1,86,123
09177,義,0389,1,43,123
09255,者,0390,1,138,125
09264,而,0393,1,28,126
09315,聞,0394,1,25,128
09328,聲,0395,1,13,128
09335,聽,0396,1,2,128
09357,肘,0397,1,2,130
09508,腰,0398,1,9,130
09596,臣,0399,1,2,131
09602,自,0400,1,71,132
09610,至,0402,1,51,133
09629,與,0404,1,36,134
09632,擧,0405,1,2,134
09638,舍,0406,1,83,135
09788,若,0408,1,83,140
09904,菓,0410,1,2,140
09966,葉,0411,1,2,140
09972,著,0412,1,19,140
10270,處,0413,1,37,141
10614,行,0414,1,122,144
10630,衞,0417,1,24,144
10637,衣,0418,1,81,145
10683,被,0420,1,3,145
10826,覆,0421,1,15,146
10831,見,0422,1,21,147
10837,視,0423,1,18,147
10887,觸,0424,1,2,148
10890,言,0425,1,104,149
10974,詣,0428,1,8,149
11017,語,0429,1,8,149
11025,説,0430,1,52,149
11028,誰,0432,1,2,149
11049,請,0433,1,20,149
11085,諸,0434,1,105,149
11095,謂,0437,1,25,149
11162,譏,0438,1,18,149
11275,象,0439,1,3,152
11344,責,0440,1,70,154
11377,賊,0442,1,3,154
11454,走,0443,1,2,156
11473,11473,0444,1,3,156
11495,足,0445,1,48,157
11553,跳,0446,1,11,157
11662,蹲,0447,1,7,157
11715,身,0448,1,23,158
11734,躯,0449,1,2,158
11960,迦,0450,1,29,162
11984,逃,0451,1,2,162
12009,逢,0452,1,2,162
12046,過,0453,1,11,162
12051,道,0454,1,2,162
12062,遙,0455,1,3,162
12097,遺,0456,1,2,162
12103,避,0457,1,3,162
12108,還,0458,1,7,162
12115,邊,0459,1,2,162
12134,那,0460,1,19,163
12262,酌,0461,1,15,164
12371,釋,0462,1,22,165
12440,鉢,0463,1,44,167
12709,門,0464,1,25,169
12768,闇,0465,1,2,169
12927,隨,0466,1,22,170
12963,集,0467,1,48,172
13002,難,0468,1,18,172
13073,露,0469,1,3,173
13104,非,0470,1,112,175
13108,面,0473,1,45,176
13302,順,0474,1,22,181
13304,須,0475,1,7,181
13346,頭,0476,1,46,181
13409,顧,0477,1,11,181
13503,食,0478,1,130,184
13508,飢,0481,1,5,184
13526,飮,0482,1,15,184
13527,飯,0483,1,79,184
13551,養,0485,1,3,184
13559,餓,0486,1,5,184
13732,駝,0487,1,5,187
13755,駱,0488,1,5,187
13864,驢,0489,1,5,187
13934,體,0490,1,2,188
13940,高,0491,1,12,189
14361,鳥,0492a,2,6,196
14361b,鳥,0492b,2,1,196
14720,默,0493,1,3,203
14833,齒,0494,1,2,211
00121,亂,0495a,2,23,005
00121b,亂,0495b,2,1,005
00154,亦,0496a,2,6,008
00154b,亦,0496b,2,5,008
01128,受,0497a,2,40,029
01128b,受,0497b,2,22,029
01410,喚,0499a,2,5,030
01410b,喚,0499b,2,1,030
03008,廻,0500a,2,2,054
03008b,廻,0500b,2,1,054
03367,惡,0501a,2,2,061
03367b,惡,0501b,2,2,061
03636,戲,0502a,2,4,062
03636b,戲,0502b,2,3,062
03645,戻,0503a,2,2,063
03645b,戻,0503b,2,2,063
04664,最,0504a,2,31,073
04664b,最,0504b,2,2,073
04930,桃,0505a,2,7,075
04930b,桃,0505b,2,2,075
07535,當,0506a,2,31,102
07535b,當,0506b,2,1,102
09030,繋,0507a,2,3,120
09030b,繋,0507b,2,1,120
09128,置,0508a,2,1,122
09128b,置,0508b,2,1,122
09191,羹,0509a,2,63,123
09191b,羹,0509b,2,3,123
09292,耶,0511a,2,12,128
09292b,耶,0511b,2,1,128
09568,臂,0512a,2,6,130
09568b,臂,0512b,2,2,130
09961,落,0513a,2,2,140
09961b,落,0513b,2,2,140
11342,貪,0514a,2,2,154
11342b,貪,0514b,2,1,154
12083,遮,0515a,2,1,162
12083b,遮,0515b,2,1,162
12831,陀,0516a,2,18,170
12831b,陀,0516b,2,5,170
10928,設,0517a,3,12,149
10928b,設,0517b,3,3,149
10928c,設,0517c,3,1,149
11908,辨,0518a,4,13,160
11908b,辨,0518b,4,1,160
11908c,辨,0518c,4,1,160
11908d,辨,0518d,4,1,160
