統合ID,文字,カード番号,字体数,用例数,部首,枚数,
12855,除,0617,1 ,3 ,170,1 ,
12913,際,0618,1 ,41 ,170,1 ,
12927,隨,0619,1 ,13 ,170,1 ,
12935,隱,0620,1 ,2 ,170,1 ,
12991,雖,0621,1 ,13 ,172,1 ,
13001,離,0622,1 ,6 ,172,1 ,
13002,難,0623,1 ,3 ,172,1 ,
13103,靜,0624,1 ,20 ,174,1 ,
13104,非,0625,1 ,25 ,175,1 ,
13302,順,0626,1 ,3 ,181,1 ,
13359,頻,0627,1 ,2 ,181,1 ,
13391,願,0628,1 ,57 ,181,2 ,
13416,顯,0630,1 ,5 ,181,1 ,
13503,食,0631,1 ,2 ,184,1 ,
13551,養,0632,1 ,2 ,184,1 ,
13661,首,0633,1 ,3 ,185,1 ,
13970,髻,0634,1 ,2 ,190,1 ,
14088,魔,0635,1 ,2 ,194,1 ,
00759,初,0636a,2 ,7 ,018,1 ,
00759b,初,0636b,2 ,1 ,018,1 ,
00803,剛,0637a,2 ,1 ,018,1 ,
00803b,剛,0637b,2 ,1 ,018,1 ,
01088,厭,0638a,2 ,4 ,027,1 ,
01088b,厭,0638b,2 ,1 ,027,1 ,
01128,受,0639a,2 ,9 ,029,1 ,
01128b,受,0639b,2 ,2 ,029,1 ,
01349,唯,0640a,2 ,20 ,030,1 ,
01349b,唯,0640b,2 ,7 ,030,1 ,
01395,善,0641a,2 ,19 ,030,1 ,
01395b,善,0641b,2 ,1 ,030,1 ,
01645,圓,0642a,2 ,24 ,031,1 ,
01645b,圓,0642b,2 ,1 ,031,1 ,
01984,契,0643a,2 ,2 ,037,1 ,
01984b,契,0643b,2 ,2 ,037,1 ,
02425,將,0644a,2 ,2 ,041,1 ,
02425b,將,0644b,2 ,1 ,041,1 ,
02429,尊,0645a,2 ,13 ,041,1 ,
02429b,尊,0645b,2 ,1 ,041,1 ,
03439,慈,0646a,2 ,34 ,061,1 ,
03439b,慈,0646b,2 ,1 ,061,1 ,
03612,戒,0647a,2 ,6 ,062,1 ,
03612b,戒,0647b,2 ,1 ,062,1 ,
03633,戰,0648a,2 ,1 ,062,1 ,
03633b,戰,0648b,2 ,1 ,062,1 ,
04298,數,0649a,2 ,3 ,066,1 ,
04298b,數,0649b,2 ,1 ,066,1 ,
05932,氏,0650a,2 ,36 ,083,1 ,
05932b,氏,0650b,2 ,2 ,083,1 ,
06003,決,0651a,2 ,4 ,085,1 ,
06003b,決,0651b,2 ,3 ,085,1 ,
06031,沙,0652a,2 ,2 ,085,1 ,
06031b,沙,0652b,2 ,2 ,085,1 ,
06885,然,0653a,2 ,9 ,086,1 ,
06885b,然,0653b,2 ,1 ,086,1 ,
07535,當,0654a,2 ,23 ,102,1 ,
07535b,當,0654b,2 ,11 ,102,1 ,
08325,08325,0655a,2 ,3 ,116,1 ,
08325b,08325,0655b,2 ,2 ,116,1 ,
08432,筏,0656a,2 ,3 ,118,1 ,
08432b,筏,0656b,2 ,2 ,118,1 ,
09429,能,0657a,2 ,39 ,130,1 ,
09429b,能,0657b,2 ,1 ,130,1 ,
09665,般,0658a,2 ,10 ,137,1 ,
09665b,般,0658b,2 ,2 ,137,1 ,
09919,菩,0659a,2 ,50 ,140,2 ,異体判定はコレで確定
09919b,菩,0659b,2 ,10 ,140,2 ,異体判定はコレで確定
09954,萬,0661a,2 ,7 ,140,1 ,
09954b,萬,0661b,2 ,3 ,140,1 ,
10192,藐,0662a,2 ,2 ,140,1 ,
10192b,藐,0662b,2 ,2 ,140,1 ,
10928,設,0663a,2 ,3 ,149,1 ,
10928b,設,0663b,2 ,1 ,149,1 ,
11018,誠,0664a,2 ,1 ,149,1 ,
11018b,誠,0664b,2 ,1 ,149,1 ,
11433,贍,0665a,2 ,8 ,154,1 ,
11433b,贍,0665b,2 ,1 ,154,1 ,
11461,起,0666a,2 ,28 ,156,1 ,
11461b,起,0666b,2 ,11 ,156,1 ,
11485,趣,0667a,2 ,13 ,156,1 ,
11485b,趣,0667b,2 ,3 ,156,1 ,
12115,邊,0668a,2 ,12 ,162,1 ,
12115b,邊,0668b,2 ,2 ,162,1 ,
12371,釋,0669a,2 ,5 ,165,1 ,
12371b,釋,0669b,2 ,3 ,165,1 ,
13526,飮,0670a,2 ,1 ,184,1 ,
13526b,飮,0670b,2 ,1 ,184,1 ,
13549,餉,0671a,2 ,4 ,184,1 ,
13549b,餉,0671b,2 ,1 ,184,1 ,
13565,餘,0672a,2 ,9 ,184,1 ,
13565b,餘,0672b,2 ,6 ,184,1 ,
13641,饒,0673a,2 ,7 ,184,1 ,
13641b,饒,0673b,2 ,7 ,184,1 ,
14828,齊,0674a,2 ,6 ,210,1 ,
14828b,齊,0674b,2 ,2 ,210,1 ,
