統合ID,文字,S81,字体数,用例数,部首
12030b,逼,0923b,2,1,162
12079,適,0924a,2,4,162
12079b,適,0924b,2,1,162
12341,醫,0925a,2,5,164
12341b,醫,0925b,2,1,164
13001,離,0926a,2,7,172
13001b,離,0926b,2,2,172
13508,飢,0927a,2,3,184
13508b,飢,0927b,2,1,184
13565,餘,0928a,2,8,184
13565b,餘,0928b,2,1,184
13934,體,0929a,2,1,188
13934b,體,0929b,2,1,188
14776,鼔,0930a,2,1,207
14776b,鼔,0930b,2,1,207
