カード番号,文字,字体数,用例数,用例数2,用例数3,大字典番号,部首番号
0914,經,1,11,,,08856,120
0915,縁,1,12,,,08924,120
0916,素,1,5,,,08765,120
0917,紫,1,3,,,08773,120
0918,結,1,2,,,08807,120
0919,綿,1,2,,,08899,120
0920,終,1,3,,,08795,120
0921,繩,1,2,,,09028,120
0922,織,1,2,,,09012,120
0923,罪,1,2,,,09125,122
0924,置,1,7,,,09128,122
0925,美,1,12,,,09155,123
0926,羽,1,9,,,09195,124
0927,翁,1,11,,,09201,124
0928,老,1,12,,,09250,125
0929-0931,而,1,120,,,09264,126
0932,耐,1,4,,,09267,126
0933,聞,1,11,,,09315,128
0934,耳,1,9,,,09290,128
0935,耶,1,20,,,09292,128
0936,背,1,6,,,09394,130
0937,能,1,17,,,09429,130
0938,胸,1,8,,,09425,130
0939,胤,1,7,,,09413,130
0940,膂,1,3,,,09522,130
0941,腰,1,2,,,09508,130
0942,臍,1,2,,,09577,130
0943,臣,1,2,,,09596,131
0944,自,1,34,,,09602,132
0945,致,1,8,,,09611,133
0946,至,1,25,,,09610,133
0947,臺,1,2,,,09617,133
0948,與,1,23,,,09629,134
0949,擧,1,7,,,09632,134
0950,船,1,4,,,09675,137
0951,良,1,2,,,09714,138
0952,色,1,4,,,09716,139
0953,著,1,3,,,09972,140
0954,華,1,4,,,09921,140
0955,茂,2,4,1,,09807,140
0956,花,2,3,1,,09758,140
0957,芹,1,9,,,09764,140
0958,蒼,1,2,,,10031,140
0959,草,1,11,,,09846,140
0960,葬,1,3,,,09985,140
0961,萬,1,9,,,09954,140
0962,落,1,5,,,09961,140
0963,若,1,17,,,09788,140
0964,薦,1,2,,,10160,140
0965,苦,1,6,,,09789,140
0966,葦,1,26,,,09982,140
0967,虚,1,3,,,10272,141
0968,蠅,1,3,,,10563,142
0969,行,1,19,,,10614,144
0970,衢,1,3,,,10636,144
0971,襲,1,3,,,10806,145
0972,衣,1,2,,,10637,145
0973,裂,1,2,,,10698,145
0974,襃,1,3,,,10774,145
0975,裹,1,4,,,10729,145
0976,西,1,2,,,10820,146
0977,覆,1,5,,,10826,146
0978-0979,見,1,69,,,10831,147
0980,覘,1,2,,,10840,147
0981,親,1,3,,,10848,147
0982,視,1,7,,,10837,147
0983,覓,1,6,,,10834,147
0984,觸,2,1,1,,10887,148
0985,請,1,14,,,11049,149
0986,試,1,5,,,10975,149
0987,謂,1,20,,,11095,149
0988,言,1,28,,,10890,149
0989,訖,1,6,,,10912,149
0990,譽,1,5,,,11205,149
0991,諸,1,12,,,11085,149
0992,訪,1,4,,,10925,149
0993,誰,1,9,,,11028,149
0994,誠,1,3,,,11018,149
0995,誅,1,2,,,10999,149
0996,誓,1,4,,,11008,149
0997,語,1,5,,,11017,149
0998,許,1,2,,,10930,149
0999,護,1,2,,,11200,149
1000,諾,1,2,,,11090,149
1001,誨,1,2,,,11024,149
1002,誥,1,3,,,11022,149
1003,詛,1,2,,,10965,149
1004,計,1,4,,,10896,149
1005,谷,1,2,,,11234,150
1006,豈,1,5,,,11253,151
1007,豆,1,6,,,11250,151
1008,豫,1,3,,,11283,152
1009,貌,1,4,,,11311,153
1010,貴,1,11,,,11355,154
1011,賊,1,2,,,11377,154
1012,貳,1,2,,,11354,154
1013,責,1,5,,,11344,154
1014,賜,1,9,,,11393,154
1015,貧,1,7,,,11338,154
1016,贈,1,3,,,11429,154
1017,赤,1,10,,,11445,155
1018,起,1,13,,,11461,156
1019,走,1,3,,,11454,156
1020,足,1,6,,,11495,157
1021,疏,1,2,,,07557,103
1022,路,1,3,,,11548,157
1023,躡,1,3,,,11708,157
1024,11614,1,2,,,11614,157
1025,踉,1,2,,,11564,157
1026,身,1,8,,,11715,158
1027,軻,1,2,,,11782,159
1028,載,1,3,,,11795,159
1029,輔,1,5,,,11801,159
1030,辭,1,6,,,11914,160
1031,辱,1,6,,,11918,161
1032,遠,1,7,,,12070,162
1033,遵,1,4,,,12091,162
1034,速,1,9,,,12003,162
1035,送,1,6,,,11983,162
1036,遊,1,11,,,12042,162
1037,避,1,12,,,12103,162
1038,進,1,11,,,12022,162
1039,達,1,4,,,12052,162
1040,造,1,9,,,12004,162
1041,道,1,6,,,12051,162
1042,邏,1,3,,,12120,162
1043,迎,1,4,,,11947,162
1044,連,1,7,,,12010,162
1045,遣,1,22,,,12074,162
1046,返,1,2,,,11951,162
1047,遂,1,18,,,12037,162
1048,還,1,32,,,12108,162
1049,逢,1,2,,,12009,162
1050,途,1,2,,,11995,162
1051,通,1,2,,,12000,162
1052,逼,1,3,,,12030,162
1053,邊,1,10,,,12115,162
1054,迅,1,2,,,11937,162
1055,12223,1,4,,,12223,163
1056,部,1,6,,,12176,163
1057,邪,1,2,,,12139,163
1058,都,1,3,,,12188,163
1059,配,1,5,,,12263,164
1060,酸,1,3,,,12302,164
1061,酢,1,7,,,12282,164
1062,野,1,9,,,12374,166
1063,重,1,10,,,12373,166
1064,鋺,1,5,,,12497,167
1065,鋪,1,2,,,12494,167
1066-1067,鉤,1,51,,,12441,167
1068,釣,1,3,,,12388,167
1069,鈴,1,2,,,12418,167
1070,鏡,1,6,,,12613,167
1071,鈿,1,9,,,12421,167
1072,針,1,2,,,12386,167
1073,長,1,19,,,12698,168
1074,門,1,8,,,12709,169
1075,間,1,9,,,12724,169
1076,開,1,5,,,12716,169
1077,闌,1,4,,,12773,169
1078,陸,1,2,,,12870,170
1079,陀,1,5,,,12831,170
1080,阿,1,10,,,12830,170
1081,陵,1,3,,,12867,170
1082,陳,1,2,,,12864,170
1083,隈,1,2,,,12887,170
1084,防,1,2,,,12822,170
1085,陪,1,2,,,12859,170
1086,除,1,2,,,12855,170
1087,隔,1,2,,,12898,170
1088,離,1,5,,,13001,172
1089,雄,1,2,,,12961,172
1090,集,1,4,,,12963,172
1091,雉,1,14,,,12965,172
1092,露,1,4,,,13073,173
1093,雲,1,8,,,13020,173
1094,雨,1,2,,,13012,173
1095,非,1,11,,,13104,175
1096,響,1,2,,,13293,180
1097,頭,1,3,,,13346,181
1098,須,1,8,,,13304,181
1099,順,1,6,,,13302,181
1100,頗,1,2,,,13325,181
1101,顧,1,2,,,13409,181
1102,顏,1,2,,,13380,181
1103,頓,1,5,,,13316,181
1104,願,1,2,,,13391,181
1105,風,1,13,,,13423,182
1106,飄,1,2,,,13479,182
1107,飛,1,2,,,13495,183
1108,飯,1,8,,,13527,184
1109,饒,1,3,,,13641,184
1110,養,1,8,,,13551,184
1111,饌,1,2,,,13636,184
1112,首,1,3,,,13661,185
1113,香,1,3,,,13667,186
1114,馬,1,2,,,13680,187
1115,駿,1,4,,,13771,187
1116,驢,1,2,,,13864,187
1117,驚,1,3,,,13852,187
1118,驅,2,2,1,,13839,187
1119,馭,1,3,,,13681,187
1120,骨,1,2,,,13873,188
1121-1122,高,1,54,,,13940,189
1123,鬼,1,2,,,14061,194
1124,14356,2,11,2,,14356,195
1125,魚,1,13,,,14101,195
1126,鯛,1,3,,,14213,195
1127,鰭,1,3,,,14279,195
1128,鳴,1,3,,,14379,196
1129,鳥,1,6,,,14361,196
1130,14537,1,7,,,14537,196
1131,14603,1,7,,,14603,196
1132,雁,1,2,,,12957,172
1133,鹽,1,5,,,14620,197
1134,鹿,1,16,,,14621,198
1135,麗,2,2,1,,14645,198
1136,鼻,1,2,,,14809,209
1137,齋,1,8,,,14829,210
1138,久,2,10,2,,00085,004
1139,伊,2,4,3,,00213,009
1140,仰,2,3,1,,00199,009
1141,傾,2,2,1,,00475,009
1142,哀,2,2,1,,01295,030
1143,哭,2,3,1,,01323,030
1144,喪,2,8,2,,01430,030
1145,塗,2,1,1,,01818,032
1146,垂,2,1,1,,01710,032
1147,土,2,4,1,,01654,032
1148,坐,2,3,2,,01682,032
1149,垢,2,1,1,,01726,032
1150,壯,2,2,1,,01905,033
1151,奈,2,4,1,,01973,037
1152,子,2,50,3,,02262,039
1154,宜,2,11,5,,02327,040
1155,宮,2,15,2,,02342,040
1156,尊,2,79,36,,02429,041
1159,屬,2,4,1,,02515,044
1160,底,2,1,1,,02932,053
1161,弟,2,38,4,,03052,057
1162,彌,2,2,2,,03084,057
1163,往,2,8,6,,03128,060
1164,怪,2,1,1,,03248,061
1165,拔,2,2,1,,03750,064
1166,招,2,1,1,,03758,064
1167,救,2,3,1,,04263,066
1168,既,2,7,7,,04442,071
1169,曾,2,1,1,,04661,073
1170,樹,2,14,3,,05323,075
1171,歸,2,8,5,,05676,077
1172,津,2,41,4,,06128,085
1173,汚,2,2,1,,05979,085
1174,照,2,11,4,,06918,086
1175,焔,2,1,1,,06882,086
1176,状,2,5,1,,07122,094
1177,猶,2,6,4,,07203,094
1178,獲,2,1,1,,07241,094
1179,瓊,2,43,9,,07394,096
1181,盛,2,3,1,,07770,108
1182,祇,2,6,2,,08107,113
1183,策,2,1,1,,08438,118
1184,等,2,8,7,,08426,118
1185,絶,2,3,1,,08809,120
1186,者,2,83,19,,09255,125
1189,耜,2,5,4,,09278,127
1190,聲,2,3,1,,09328,128
1191,膩,2,2,1,,09548,130
1192,臨,2,4,4,,09601,131
1193,蓋,2,2,2,,10040,140
1194,葉,2,2,1,,09966,140
1195,處,3,9,7,2,10270,141
1196,衾,2,4,1,,10658,145
1197,被,2,1,1,,10683,145
1198,誤,2,3,1,,11020,149
1199,設,2,4,1,,10928,149
1200,迺,2,3,2,,11977,162
1201,郷,2,5,2,,12205,163
1202,隨,2,4,3,,12927,188
1203,隱,2,3,1,,12935,170
1204,降,2,26,8,,12838,170
1205,雖,2,4,3,,12991,172
1206,靈,2,19,8,,13092,173
1207,顯,2,4,3,,13416,181
1208,劍,3,3,1,1,00843,018
1209,稻,3,4,2,2,08256,115
1210,葺,3,4,4,1,09994,140
1211,號,3,26,3,2,10276,141
1212,豐,2,17,13,,11261,151
