カード番号,文字,部首,字体数,用例数1,用例数2,用例数3,大字典
0876,袋,145,1,3,,,10665
0877,西,146,1,3,,,10820
0878,要,146,1,2,,,10822
0879,見,147,1,3,,,10831
0880,角,148,1,7,,,10860
0881,訖,149,1,9,,,10912
0882,謂,149,1,4,,,11095
0883,許,149,1,7,,,10930
0884,諸,149,1,3,,,11085
0885,豎,151,2,5,1,,11258
0886,豆,151,1,4,,,11250
0887,豬,152,1,2,,,11284
0888,貯,154,1,3,,,11349
0889,質,154,1,2,,,11404
0890,財,154,1,2,,,11334
0891,賣,154,1,7,,,11398
0892,起,156,1,2,,,11461
0893,足,157,1,5,,,11495
0894,車,159,1,8,,,11740
0895,轉,159,1,2,,,11856
0896,軟,159,1,4,,,11763
0897,載,159,1,5,,,11795
0898,輩,159,1,2,,,11826
0899,轂,159,1,2,,,11849
0900,逐,162,1,2,,,11993
0901,迄,162,1,3,,,11936
0902,速,162,1,2,,,12003
0903,過,162,1,3,,,12046
0904,還,162,1,6,,,12108
0905,遠,162,1,3,,,12070
0906,避,162,1,2,,,12103
0907,近,162,1,3,,,11948
0908,適,162,1,2,,,12079
0909,逆,162,1,3,,,11986
0910,逸,162,1,3,,,12027
0911,酸,164,1,2,,,12302
0912,重,166,1,4,,,12373
0913,鐺,167,1,2,,,12658
0914,鎭,167,1,3,,,12587
0915,鋤,167,1,8,,,12491
0916,錢,167,1,10,,,12518
0917,長,168,1,17,,,12698
0918,開,169,1,3,,,12716
0919,附,170,1,3,,,12834
0920,陰,170,1,8,,,12862
0921,陽,170,1,3,,,12876
0922,雜,172,1,8,,,12997
0923,雖,172,1,6,,,12991
0924,雇,172,1,2,,,12964
0925,雨,173,1,8,,,13012
0926,非,175,1,4,,,13104
0927,面,176,1,4,,,13108
0928,須,181,1,19,,,13304
0929,頃,181,1,6,,,13297
0930,順,181,1,2,,,13302
0931,頭,181,1,7,,,13346
0932,風,182,1,5,,,13423
0933,食,184,1,10,,,13503
0934,養,184,1,9,,,13551
0935,飼,184,1,3,,,13540
0936,香,186,1,15,,,13667
0937,馬,187,1,7,,,13680
0938,高,189,1,11,,,13940
0939,13947,190,1,2,,,13947
0940,魚,195,1,2,,,14101
0941,鳴,196,1,2,,,14379
0942,14659,198,1,4,,,14659
0943,麥,199,1,3,,,14661
0944,麻,200,1,12,,,14681
0945,黄,201,1,5,,,14693
0946,黍,202,1,5,,,14699
0947,黒,203,1,3,,,14709
0948,鼠,208,1,8,,,14790
0949,齊,210,1,4,,,14828
0950,龍,212,1,3,,,14876
0951,冒,013,2,1,1,,00636
0952,初,018,2,9,2,,00759
0953,M02136,018,1,6,,,
0954,勝,019,2,4,1,,00893
0955,功,019,2,3,1,,00857
0956,卵,026,2,9,2,,01039
0957,周,030,1,4,,,01235
0958,圖,031,2,1,1,,01647
0959,多,036,2,8,8,,01938
0960,尋,041,1,2,,,02430
0961,已,049,3,3,1,1,02783
0962,微,060,2,1,1,,03165
0963,復,060,2,7,3,,03159
0964,忌,061,2,1,1,,03183
0965,或,062,2,4,1,,03617
0966,扼,064,2,1,1,,03689
0967,03965,064,1,2,,,03965
0968,採,064,2,4,2,,03872
0969,03713,064,2,1,1,,03713
0970,暖,072,1,2,,,04590
0971,曰,073,1,35,,,04650
0972,歳,077,2,19,2,,05666
0973,毎,080,2,4,2,,05836
0974,淘,085,2,3,2,,06250
0975,澄,085,1,2,,,06564
0976,淨,085,1,12,,,06272
0977,清,085,2,7,3,,06290
0978,瀉,085,3,1,1,1,06684
0979,澗,085,2,1,1,,06551
0980,燒,086,1,8,,,06978
0981,爲,087,2,38,5,,07032
0982,犂,093,2,5,1,,07091
0983,狹,094,1,2,,,07162
0984,珍,096,2,5,3,,07287
0985,用,101,2,18,1,,07469
0986,留,102,2,4,1,,07508
0987,疏,103,2,1,1,,07557
0988,盡,108,1,10,,,07779
0989,福,113,2,1,1,,08148
0990,移,115,2,9,2,,08212
0991,繩,120,2,2,1,,09028
0992,經,120,2,4,1,,08856
0993,09287,127,1,6,,,09287
0994,耕,127,2,14,6,,09272
0995,09286x1,127,1,3,,,09286x1
0996,藏,140,2,1,1,,10191
0997,10157,140,2,2,1,,10157
0998,藍,140,2,9,1,,10189
0999,薄,140,2,3,2,,10139
1000,蟲,142,2,4,2,,10549
1001,覆,146,2,4,3,,10826
1002,記,149,2,3,1,,10914
1003,調,149,1,4,,,11038
1004,酒,164,2,4,1,,12266
1005,醋,164,2,2,1,,12315
1006,間,169,2,5,3,,12724
1007,隨,170,2,4,4,,12927
1008,青,174,2,7,1,,13095
1009,餘,184,1,6,,,13565
1010,既,071,3,5,1,1,04442
1011,畝,102,3,21,1,1,07514
1012,M11842,064,0,,,,
1013,畫,102,0,,,,07525
1014,剥,018,0,,,,00805
