カード番号,文字,字体数,用例数,用例数2,用例数3,大字典番号,部首番号
0882,外,1,4,,,01934,036
0883,奇,1,4,,,01972,037
0884,奏,1,4,,,01981,037
0885,奧,1,2,,,02010,037
0886,奉,1,6,,,01974,037
0887,契,1,5,,,01984,037
0888,夫,1,3,,,01949,037
0889,大,1,36,,,01946,037
0890,太,1,5,,,01948,037
0891,天,1,33,,,01947,037
0892,婆,1,3,,,02142,038
0893,委,1,3,,,02078,038
0894,姓,1,5,,,02077,038
0895,妄,1,3,,,02033,038
0896,始,1,8,,,02069,038
0897,如,1,26,,,02031,038
0898,妙,1,11,,,02045,038
0899,孫,1,3,,,02282,039
0900,字,1,5,,,02267,039
0901,孰,1,2,,,02284,039
0902,子,1,12,,,02262,039
0903,學,1,16,,,02293,039
0904,孝,1,3,,,02273,039
0905,孟,1,2,,,02275,039
0906,寢,1,2,,,02387,040
0907,密,1,2,,,02361,040
0908,審,1,3,,,02395,040
0909,寓,1,2,,,02372,040
0910,實,1,13,,,02390,040
0911,宗,1,19,,,02322,040
0912,宮,1,2,,,02342,040
0913,定,1,6,,,02325,040
0914,室,1,6,,,02332,040
0915,宜,2,3,2,,02327,040
0916,安,1,10,,,02309,040
0917,牢,1,2,,,07076,093
0918,家,1,4,,,02349,040
0919,宅,1,2,,,02306,040
0920,官,1,5,,,02323,040
0921,寂,1,3,,,02357,040
0922,寡,1,2,,,02386,040
0923,寫,1,4,,,02396,040
0924,寔,1,3,,,02373,040
0925,宏,1,2,,,02316,040
0926,寄,1,2,,,02358,040
0927,寶,1,13,,,02407,040
0928,寸,1,2,,,02413,041
0929,寺,1,28,,,02415,041
0930,將,1,5,,,02425,041
0931,尊,1,2,,,02429,041
0932,對,1,2,,,02435,041
0933,射,1,2,,,02422,041
0934,導,1,3,,,02436,041
0935,少,1,2,,,02440,042
0936,尚,1,5,,,02446,042
0937,小,1,6,,,02439,042
0938,就,1,7,,,02464,043
0939,居,1,9,,,02482,044
0940,尺,1,3,,,02471,044
0941,尼,1,3,,,02473,044
0942,山,1,11,,,02528,046
0943,崇,1,3,,,02607,046
0944,州,1,5,,,02764,047
0945,左,1,5,,,02774,048
0946,差,1,2,,,02780,048
0947,巧,1,4,,,02775,048
0948,巳,1,7,,,02784,049
0949,帝,1,4,,,02820,050
0950,帙,1,3,,,02816,050
0951,常,1,6,,,02847,050
0952,師,1,41,,,02835,050
0953,幸,1,4,,,02903,051
0954,平,1,4,,,02899,051
0955,年,1,27,,,02900,051
0956,幾,1,2,,,02915,052
0957,庸,1,2,,,02963,053
0958,座,1,3,,,02946,053
0959,庶,1,3,,,02961,053
0960,康,1,6,,,02962,053
0961,度,1,6,,,02944,053
0962,廣,1,10,,,02993,053
0963,序,1,5,,,02928,053
0964,延,1,2,,,03005,054
0965,建,1,4,,,03006,054
0966,弟,1,5,,,03052,057
0967,引,1,6,,,03044,057
0968,張,1,3,,,03065,057
0969,弘,1,5,,,03047,057
0970,彰,1,2,,,03115,059
0971,影,1,2,,,03116,059
0972,復,1,12,,,03159,060
0973,往,1,4,,,03128,060
0974,待,1,3,,,03132,060
0975,彼,1,7,,,03124,060
0976,律,1,3,,,03137,060
0977,後,1,28,,,03138,060
0978,從,1,12,,,03151,060
0979,得,1,17,,,03145,060
0980,徳,1,13,,,03172,060
0981,御,1,3,,,03153,060
0982,03157,1,8,,,03157,060
0983,徒,1,6,,,03143,060
0984,微,1,4,,,03165,060
0985,憑,1,4,,,03501,061
0986,恆,1,3,,,03267,061
0987,惱,1,2,,,03372,061
0988,懺,1,2,,,03587,061
0989,想,1,5,,,03373,061
0990,惰,1,2,,,03371,061
0991,恥,1,2,,,03289,061
0992,悟,1,8,,,03326,061
0993,意,1,5,,,03395,061
0994,忘,1,3,,,03196,061
0995,怨,1,2,,,03245,061
0996,惟,1,3,,,03365,061
0997,憲,1,2,,,03530,061
0998,念,1,3,,,03214,061
0999,志,1,3,,,03194,061
1000,懸,1,3,,,03586,061
1001,悉,1,6,,,03312,061
1002,愚,1,2,,,03404,061
1003,心,1,44,,,03179,061
1004,應,1,9,,,03550,061
1005,悲,1,3,,,03335,061
1006,思,1,5,,,03239,061
1007,恩,1,5,,,03292,061
1008,慧,1,12,,,03462,061
1009,忍,1,2,,,03184,061
1010,感,1,6,,,03409,061
1011,慈,1,12,,,03439,061
1012,慶,1,2,,,03474,061
1013,愆,1,2,,,03390,061
1014,懇,2,2,1,,03548,061
1015,惑,1,3,,,03355,061
1016,忠,1,2,,,03203,061
1017,息,1,2,,,03298,061
1018,必,1,3,,,03180,061
1019,戒,1,8,,,03612,062
1020,或,1,28,,,03617,062
1021,成,1,22,,,03610,062
1022,我,1,3,,,03611,062
1023,所,1,31,,,03647,063
1024,提,1,3,,,03896,064
1025,探,1,10,,,03874,064
1026,掩,1,4,,,03881,064
1027,撰,1,3,,,04070,064
1028,擇,1,4,,,04085,064
1029,折,1,3,,,03711,064
1030,捨,1,5,,,03835,064
1031,掌,1,5,,,03858,064
1032,批,1,2,,,03687,064
1033,揚,1,3,,,03904,064
1034,摩,1,3,,,04009,064
1035,手,1,3,,,03659,064
1036,投,1,4,,,03708,064
1037,拔,1,3,,,03750,064
1038,授,1,10,,,03855,064
1039,承,1,6,,,03690,064
1040,指,1,6,,,03783,064
1041,持,1,7,,,03780,064
1042,扶,1,3,,,03686,064
1043,擅,1,2,,,04084,064
1044,搜,1,9,,,03952,064
1045,播,1,2,,,04069,064
1046,擯,1,3,,,04126,064
1047,披,1,3,,,03715,064
1048,捧,1,2,,,03834,064
1049,才,1,2,,,03661,064
1050,支,1,4,,,04216,065
1051,變,1,2,,,04319,066
1052,救,2,1,1,,04263,066
1053,敘,1,3,,,04258,066
1054,政,1,2,,,04235,066
1055,效,2,2,1,,04251,066
1056,數,1,14,,,04298,066
1057,敷,1,5,,,04296,066
1058,教,2,19,1,,04261,066
1059,敬,1,2,,,04286,066
1060,故,1,14,,,04243,066
1061,斑,1,2,,,04332,067
1062,文,1,24,,,04321,067
1063,斯,1,8,,,04373,069
1064,新,1,9,,,04376,069
1065,斷,1,3,,,04381,069
1066-1067,於,1,55,,,04389,070
1068,施,1,2,,,04391,070
1069,族,1,2,,,04412,070
1070,方,1,11,,,04385,070
1071,既,1,12,,,04442,071
1072,是,1,32,,,04512,072
1073,日,1,26,,,04446,072
1074,明,1,9,,,04485,072
1075,曇,1,2,,,04621,072
1076,昇,1,2,,,04480,072
1077,暫,1,2,,,04603,072
1078,昨,1,2,,,04506,072
1079,曉,1,3,,,04623,072
1080,景,1,5,,,04558,072
1081,普,1,3,,,04557,072
1082,昧,1,3,,,04505,072
1083,易,1,3,,,04489,072
1084,旦,1,2,,,04447,072
1085,智,1,8,,,04569,072
1086,晩,1,2,,,04539,072
1087,晉,1,3,,,04530,072
1088,暢,1,2,,,04600,072
1089,旨,1,6,,,04450,072
1090,春,1,2,,,04503,072
1091,時,1,11,,,04523,072
1092,曁,1,2,,,04617,072
1093,旬,1,5,,,04453,072
1094,會,1,9,,,04667,073
1095,曰,1,47,,,04650,073
1096,書,1,12,,,04657,073
1097,曲,1,2,,,04651,073
1098,更,1,4,,,04654,073
1099,曾,1,4,,,04661,073
1100,有,1,49,,,04674,074
1101,朝,1,12,,,04696,074
1102,月,1,14,,,04673,074
1103,期,1,3,,,04699,074
1104,業,1,5,,,05152,075
1105,林,1,7,,,04803,075
1106,本,1,14,,,04713,075
1107,05164,1,2,,,05164,075
1108,樹,1,3,,,05323,075
1109,極,1,4,,,05161,075
1110,楞,1,3,,,05138,075
1111,朮,1,2,,,04715,075
1112,木,1,3,,,04707,075
1113,梵,1,17,,,05010,075
1114,樂,1,4,,,05279,075
1115,根,1,2,,,04922,075
1116,果,1,2,,,04806,075
1117,析,1,2,,,04794,075
1118,機,1,4,,,05368,075
1119,柯,1,2,,,04869,075
1120,未,1,13,,,04711,075
1121,標,1,6,,,05302,075
1122,榮,1,5,,,05210,075
1123,東,1,14,,,04765,075
1124,染,1,3,,,04848,075
1125,05588,1,2,,,05588,076
1126,歎,1,2,,,05612,076
1127,欣,1,4,,,05561,076
1128,此,1,21,,,05644,077
1129,歴,1,4,,,05670,077
1130,歸,1,11,,,05676,077
1131,正,1,8,,,05643,077
1132,止,1,4,,,05641,077
1133,歳,1,5,,,05666,077
1134,歿,1,2,,,05692,078
1135,殄,1,2,,,05702,078
1136,死,1,3,,,05686,078
1137,殊,1,3,,,05717,078
1138,毎,1,7,,,05836,080
1139,母,1,4,,,05834,080
1140,比,1,4,,,05841,081
1141,氏,1,7,,,05932,083
1142,滿,1,2,,,06476,085
1143,洛,1,3,,,06123,085
1144,決,1,2,,,06003,085
1145,沙,1,4,,,06031,085
1146,測,1,2,,,06335,085
1147,澄,1,3,,,06564,085
1148,濫,1,3,,,06651,085
1149,水,1,2,,,05952,085
1150,況,1,3,,,06058,085
1151-1152,法,1,51,,,06074,085
1153,泉,1,3,,,06063,085
1154,浮,1,2,,,06175,085
1155,洽,1,4,,,06147,085
1156,涼,1,3,,,06230,085
1157,漸,1,2,,,06517,085
1158,漏,1,2,,,06487,085
1159,潤,1,3,,,06553,085
1160,濟,1,4,,,06641,085
1161,準,1,3,,,06400,085
1162,清,1,5,,,06290,085
1163,永,1,4,,,05957,085
1164,流,1,13,,,06151,085
1165,演,1,12,,,06490,085
1166,沾,1,2,,,06056,085
1167,求,1,9,,,05964,085
1168,河,1,2,,,06045,085
1169,海,1,10,,,06182,085
1170,滅,1,3,,,06432,085
1171,淨,1,7,,,06272,085
1172,江,1,2,,,05985,085
1173,06114,1,2,,,06114,085
1174,深,1,12,,,06285,085
1175,渉,1,3,,,06193,085
1176,沃,1,2,,,06009,085
1177,源,1,6,,,06396,085
1178,無,1,41,,,06872,086
1179,煩,1,3,,,06921,086
1180,燈,1,5,,,06971,086
1181,炎,1,2,,,06801,086
1182,照,1,8,,,06918,086
1183,然,1,11,,,06885,086
1184,焉,1,18,,,06861,086
1185,燭,1,2,,,06991,086
1186,火,1,2,,,06776,086
1187,爭,1,2,,,07028,087
1188,爰,1,3,,,07030,087
1189,爲,1,34,,,07032,087
1190,爾,1,3,,,07043,089
1191,07061,1,2,,,07061,091
1192,牛,1,2,,,07072,093
1193,物,1,3,,,07080,093
1194,特,1,4,,,07086,093
1195,猶,1,8,,,07203,094
1196,状,1,5,,,07122,094
1197,獲,1,4,,,07241,094
1198,07258,1,9,,,07258,095
1199,玄,1,17,,,07256,095
1200,珍,1,2,,,07287,096
1201,珠,1,2,,,07291,096
1202,瑞,1,2,,,07346,096
1203,現,1,2,,,07304,096
1204,玩,1,2,,,07272,096
1205,玉,1,7,,,07261,096
1206,理,1,8,,,07307,096
1207,王,1,15,,,07262,096
1208,甚,1,4,,,07457,099
1209,甘,1,3,,,07456,099
1210,生,1,13,,,07461,100
1211,用,1,12,,,07469,101
1212,異,1,12,,,07530,102
1213,當,1,5,,,07535,102
1214,畢,1,3,,,07520,102
1215,略,1,8,,,07522,102
1216,由,1,5,,,07479,102
1217,留,1,2,,,07508,102
1218,申,1,2,,,07481,102
1219,界,1,7,,,07501,102
1220,田,1,2,,,07478,102
1221,疏,1,11,,,07557,103
1222,疑,1,6,,,07559,103
1223,發,1,4,,,07707,105
1224,登,1,2,,,07706,105
1225,皇,1,9,,,07718,106
1226,皆,1,11,,,07717,106
1227,白,1,2,,,07709,106
1228,百,1,16,,,07710,106
1229,盡,1,9,,,07779,108
1230,盛,1,3,,,07770,108
1231,益,1,7,,,07759,108
1232,盈,1,2,,,07758,108
1233,眩,1,2,,,07832,109
1234,省,1,2,,,07807,109
1235,目,1,10,,,07790,109
1236,相,1,9,,,07801,109
1237,直,1,3,,,07799,109
1238,衆,1,14,,,07844,109
1239,眞,1,16,,,07827,109
1240,矧,1,3,,,07943,111
1241,矣,1,7,,,07938,111
1242,知,1,11,,,07941,111
1243,碑,1,4,,,08019,112
1244,礙,2,2,2,,08077,112
1245,祖,1,3,,,08117,113
1246,示,1,11,,,08097,113
1247,祷,1,2,,,08167,113
1248,禪,1,6,,,08162,113
1249,祈,1,3,,,08108,113
1250,祕,1,2,,,08116,113
1251,祥,1,6,,,08130,113
1252,福,1,8,,,08148,113
1253,神,2,9,5,,08124,113
1254,禮,1,7,,,08165,113
1255,科,1,14,,,08192,115
1256,稱,1,6,,,08248,115
1257,稟,1,3,,,08238,115
1258,稍,1,3,,,08224,115
1259,種,1,2,,,08244,115
1260,08338,1,2,,,08338,116
1261,窺,1,3,,,08337,116
1262,究,1,2,,,08293,116
1263,空,1,8,,,08296,116
1264,章,1,9,,,08366,117
1265,競,1,3,,,08380,117
1266,竝,1,2,,,08361,117
1267,端,1,8,,,08376,117
1268,立,1,12,,,08354,117
1269,箴,1,2,,,08486,118
1270,符,1,4,,,08408,118
1271,筏,1,2,,,08432,118
1272,簡,1,5,,,08569,118
1273,策,1,2,,,08438,118
1274,竺,1,4,,,08383,118
1275,答,1,5,,,08437,118
1276,節,1,5,,,08493,118
1277,筆,1,6,,,08423,118
1278,等,1,14,,,08426,118
1279,第,1,13,,,08412,118
1280,精,1,9,,,08685,119
1281,續,1,4,,,09061,120
1282,纏,1,2,,,09064,120
1283,纂,1,2,,,09052,120
1284,絹,1,2,,,08840,120
1285,經,1,35,,,08856,120
1286,總,1,3,,,08993,120
1287,結,1,3,,,08807,120
1288,緝,1,2,,,08919,120
1289,縁,1,17,,,08924,120
1290,繁,1,3,,,08997,120
1291,綰,1,2,,,08883,120
1292,統,1,5,,,08833,120
1293,縷,1,2,,,08987,120
1294,緇,1,2,,,08905,120
1295,累,1,2,,,08778,120
1296,絶,1,2,,,08809,120
1297,綱,1,4,,,08884,120
1298,綴,1,2,,,08888,120
1299,編,1,7,,,08927,120
1300,縣,1,2,,,08972,120
1301,索,1,4,,,08767,120
1302,終,1,6,,,08795,120
1303,網,1,2,,,08885,120
1304,置,1,2,,,09128,122
1305,缺,1,2,,,09085,121
1306,羅,1,5,,,09144,122
1307,罕,1,3,,,09106,122
1308,美,1,5,,,09155,123
1309,羣,1,4,,,09175,123
1310,義,1,28,,,09177,123
1311,耀,1,5,,,09249,124
1312,翌,1,4,,,09208,124
1313,翻,1,5,,,09243,124
1314,考,1,2,,,09251,125
1315,者,1,42,,,09255,125
1316,而,1,41,,,09264,126
1317,聆,1,2,,,09303,128
1318,耶,1,4,,,09292,128
1319,聒,1,2,,,09307,128
1320,聲,1,4,,,09328,128
1321,聚,1,4,,,09314,128
1322,聽,1,3,,,09335,128
1323,聖,1,7,,,09308,128
1324,耳,1,7,,,09290,128
1325,聊,1,4,,,09304,128
1326,聞,1,12,,,09315,128
1327,育,1,2,,,09379,130
1328,脱,1,4,,,09463,130
1329,脩,1,8,,,09462,130
1330,胤,1,2,,,09413,130
1331,能,1,9,,,09429,130
1332,膜,1,2,,,09540,130
1333,肝,1,2,,,09362,130
1334,自,1,16,,,09602,132
1335,至,1,21,,,09610,133
1336,與,1,10,,,09629,134
1337,擧,1,5,,,09632,134
1338,舊,1,5,,,09633,134
1339,舍,1,3,,,09638,135
1340,良,1,2,,,09714,138
1341,色,1,2,,,09716,139
1342,落,1,2,,,09961,140
1343,苑,1,3,,,09772,140
1344,薩,1,6,,,10163,140
1345,芳,1,4,,,09759,140
1346,莫,1,8,,,09886,140
1347,若,1,11,,,09788,140
1348,薦,1,5,,,10160,140
1349,蓋,1,8,,,10040,140
1350,花,1,31,,,09758,140
1351,菩,1,6,,,09919,140
1352,著,1,11,,,09972,140
1353,蒙,1,4,,,10008,140
1354,蔚,1,2,,,10076,140
1355-1356,藏,1,60,,,10191,140
1357,蓮,1,3,,,10050,140
1358,華,1,12,,,09921,140
1359,英,1,4,,,09795,140
1360,荷,1,2,,,09860,140
1361,葉,1,4,,,09966,140
1362,苦,1,3,,,09789,140
1363,葬,2,2,1,,09985,140
1364,虔,1,2,,,10269,141
1365,虚,1,5,,,10272,141
1366,處,1,7,,,10270,141
1367,虧,1,2,,,10282,141
1368,融,1,7,,,10500,142
1369,衍,1,2,,,10615,144
1370,衞,1,2,,,10630,144
1371,行,1,24,,,10614,144
1372,表,1,9,,,10643,145
1373,襃,1,2,,,10774,145
1374,衣,1,8,,,10637,145
1375,補,1,7,,,10714,145
1376,製,1,4,,,10732,145
1377,要,1,5,,,10822,146
1378,西,1,13,,,10820,146
1379,觀,1,27,,,10859,147
1380,覺,1,7,,,10856,147
1382,見,1,8,,,10831,147
1383,覲,1,2,,,10852,147
1384,親,1,8,,,10848,147
1385,覽,1,2,,,10857,147
1386,規,1,2,,,10833,147
1387,視,1,4,,,10837,147
1388,解,1,7,,,10875,148
1389,詮,1,2,,,10983,149
1390,議,1,2,,,11195,149
1391,讓,1,2,,,11222,149
1392,講,1,19,,,11119,149
1393,護,1,6,,,11200,149
1394,譜,1,2,,,11174,149
1395,試,1,2,,,10975,149
1396,調,1,2,,,11038,149
1397,10954,1,2,,,10954,149
1398,誨,1,2,,,11024,149
1399,談,1,3,,,11046,149
1400,記,1,13,,,10914,149
1401,該,1,2,,,10987,149
1402,諸,1,11,,,11085,149
1403,誓,1,2,,,11008,149
1404,讀,1,4,,,11207,149
1405,譯,1,13,,,11191,149
1406,誦,1,6,,,11023,149
1407,詔,1,10,,,10959,149
1408,訶,1,3,,,10936,149
1409,説,1,14,,,11025,149
1410,論,1,6,,,11058,149
1411,計,1,2,,,10896,149
1412,言,1,26,,,10890,149
1413,討,1,3,,,10902,149
1414,訓,1,7,,,10909,149
1415,誥,1,2,,,11022,149
1416,誘,1,2,,,11012,149
1417,設,1,2,,,10928,149
1418,諦,1,3,,,11072,149
1419,謂,1,22,,,11095,149
1420,誠,1,5,,,11018,149
1421,語,1,10,,,11017,149
1422,讚,1,2,,,11229,149
1423,譏,1,2,,,11162,149
1424,識,1,4,,,11171,149
1425,誕,1,4,,,11010,149
1426,證,1,4,,,11155,149
1427,請,1,11,,,11049,149
1428,評,1,2,,,10960,149
1429,豈,1,16,,,11253,151
1430,豐,1,3,,,11261,151
1431,象,1,4,,,11275,152
1432,賻,1,3,,,11417,154
1433,質,1,2,,,11404,154
1434,資,1,7,,,11373,154
1435,賜,1,4,,,11393,154
1436,財,1,2,,,11334,154
1437,賢,1,12,,,11397,154
1438,贈,1,3,,,11429,154
1439,贍,1,2,,,11433,154
1440,賞,1,3,,,11394,154
1441,貞,1,2,,,11329,154
1442,趣,1,3,,,11485,156
1443,超,1,2,,,11467,156
1444,越,1,8,,,11471,156
1445,走,1,2,,,11454,156
1446,起,1,8,,,11461,156
1447,足,1,3,,,11495,157
1448,路,1,4,,,11548,157
1449,踰,1,2,,,11593,157
1450,迹,2,7,1,,11976,162
1451,身,1,12,,,11715,158
1452,躬,1,3,,,11716,158
1453,輩,1,3,,,11826,159
1454,載,1,8,,,11795,159
1455,輪,1,3,,,11827,159
1456,軍,1,2,,,11745,159
1457,軸,1,4,,,11778,159
1458,轉,1,4,,,11856,159
1459,辭,1,5,,,11914,160
1460,辯,1,7,,,11916,160
1461,辰,1,3,,,11917,161
1462,辱,1,2,,,11918,161
1463,邇,1,2,,,12112,162
1464,遐,1,4,,,12048,162
1465,迷,1,4,,,11974,162
1466,近,1,10,,,11948,162
1467,追,1,3,,,11979,162
1468,送,1,3,,,11983,162
1469,遊,1,4,,,12042,162
1470,遣,1,2,,,12074,162
1471,連,1,2,,,12010,162
1472,適,1,2,,,12079,162
1473,迺,1,2,,,11977,162
1474,運,1,6,,,12043,162
1475,迎,1,5,,,11947,162
1476,述,1,8,,,11968,162
1477,道,1,21,,,12051,162
1478,遂,1,10,,,12037,162
1479,達,1,3,,,12052,162
1480,進,1,7,,,12022,162
1481,通,1,7,,,12000,162
1482,遠,1,11,,,12070,162
1483,遺,1,6,,,12097,162
1484,逆,1,2,,,11986,162
1485,過,1,2,,,12046,162
1486,還,1,4,,,12108,162
1487,遇,1,3,,,12040,162
1488,都,1,7,,,12188,163
1489,邪,1,3,,,12139,163
1490,部,1,3,,,12176,163
1491,郎,1,3,,,12168,163
1492,邑,1,3,,,12123,163
1493,配,1,2,,,12263,164
1494,釋,1,12,,,12371,165
1495,重,1,4,,,12373,166
1496,鈔,1,2,,,12411,167
1497,録,1,5,,,12499,167
1498,錚,1,2,,,12513,167
1499,鏡,1,4,,,12613,167
1500,錬,1,2,,,12534,167
1501,鎭,1,2,,,12587,167
1502,鉤,1,4,,,12441,167
1503,錫,1,2,,,12526,167
1504,鋭,1,2,,,12472,167
1505,金,1,10,,,12380,167
1506,長,1,9,,,12698,168
1507,閻,1,3,,,12757,169
1508,間,1,4,,,12724,169
1509,開,1,8,,,12716,169
1510,闕,1,3,,,12783,169
1511,門,1,13,,,12709,169
1512,閲,1,4,,,12751,169
1513,闡,1,2,,,12795,169
1514,隆,1,4,,,12886,170
1515,隨,1,8,,,12927,170
1516,隱,1,5,,,12935,170
1517,障,1,2,,,12914,170
1518,際,1,2,,,12913,170
1519,陽,1,2,,,12876,170
1520,降,1,11,,,12838,170
1521,陵,1,3,,,12867,170
1522,陳,1,4,,,12864,170
1523,除,1,4,,,12855,170
1524,阻,1,3,,,12826,170
1525,陀,1,6,,,12831,170
1526,阿,1,3,,,12830,170
1527,雅,1,3,,,12962,172
1528,難,1,10,,,13002,172
1529,離,1,2,,,13001,172
1530,雜,1,2,,,12997,172
1531,集,1,4,,,12963,172
1532,雍,1,3,,,12972,172
1533,雙,2,2,1,,12994,172
1534,靈,1,7,,,13092,173
1535,露,1,3,,,13073,173
1536,震,1,4,,,13036,173
1537,雲,1,8,,,13020,173
1538,雨,1,5,,,13012,173
1539,雪,1,5,,,13015,173
1540,靜,1,2,,,13103,174
1541,非,1,18,,,13104,175
1542,靡,1,3,,,13107,175
1543,面,1,6,,,13108,176
1544,音,1,7,,,13281,180
1545,題,1,2,,,13376,181
1546,13389,1,2,,,13389,181
1547,須,1,4,,,13304,181
1548,類,1,2,,,13398,181
1549,領,1,4,,,13327,181
1550,頗,1,3,,,13325,181
1551,頓,1,5,,,13316,181
1552,預,1,3,,,13313,181
1553,頂,1,2,,,13296,181
1554,顯,1,8,,,13416,181
1555,願,1,9,,,13391,181
1556,頭,1,2,,,13346,181
1557,顧,1,6,,,13409,181
1558,風,1,4,,,13423,182
1559,飛,1,2,,,13495,183
1560,餘,1,8,,,13565,184
1561,養,1,4,,,13551,184
1562,13507,1,2,,,13507,184
1563,食,1,3,,,13503,184
1564,首,1,5,,,13661,185
1565,香,1,5,,,13667,186
1566,驗,1,6,,,13849,187
1567,騰,1,4,,,13820,187
1568,體,1,7,,,13934,188
1569,高,1,4,,,13940,189
1570,魔,1,3,,,14088,194
1571,黄,1,2,,,14693,201
1572,黜,1,2,,,14722,203
1573,鼓,1,2,,,14775,207
1574,齊,1,2,,,14828,210
1575,龍,1,16,,,14876,212
1576,備,2,3,2,,00455,009
1577,初,2,7,1,,00759,018
1578,含,2,1,1,,01197,030
1579,報,2,2,1,,01796,032
1580,夐,2,1,1,,01928,035
1581,尋,2,4,1,,02430,041
1582,屬,2,5,2,,02515,044
1583,巡,2,1,1,,02767,047
1584,庭,2,1,1,,02952,053
1585,徴,2,1,1,,03171,060
1586,旅,2,2,1,,04402,070
1587,望,2,3,2,,04693,074
1588,概,2,2,1,,05254,075
1589,漢,2,1,1,,06499,085
1590,監,2,2,1,,07781,108
1591,致,2,6,4,,09611,133
1592,興,2,3,2,,09630,134
1593,萬,2,7,2,,09954,140
1594,遽,2,3,2,,12102,162
1595,雖,2,9,3,,12991,172
